Topic,Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
,Conversations: Beyond objectivity - New standards for building trust in journalism (Sponsored by SRCCON - OpenNews),2017-03-03,11:30 a.m.,2017-03-03,12:30 p.m.,False,"Geoff Hing - Ida B. Wells reported on lynchings through simple, clear questions and a systematic collection and analysis of data. However, Wells could not report on racist violence from a detached vantage point. She had friends who were murdered and was herself exiled from her home in Memphis after her newspaper's office was ransacked and her life was threatened. Many buying homes or choosing schools for their children, including reporters and editors, are implicated in systems intertwined with race, class and politics. However, few acknowledge that they aren't detached from these systems. Last year, Nikole Hannah-Jones used her background reporting about race, segregation and education to show how [her own experience choosing a school for her daughter](https://www.nytimes.com/2016/06/12/magazine/choosing-a-school-for-my-daughter-in-a-segregated-city.html?_r=0) exemplified broader issues in American education. Lewis Wallace, a reporter for Marketplace, reported being fired after publishing an [essay](https://medium.com/@lewispants/objectivity-is-dead-and-im-okay-with-it-7fd2b4b5c58f#.yzkh8bigt) questioning the reality of standards of objectivity and neutrality in news and surfacing the struggles he faces as a trans person who is specifically affected by policy.
Let's start by accepting that objectivity and neutrality aren't real and that there is a crisis of audience trust in reporting. Let's also aknowledge that reporters and editors are consciously or unconciously implicated in many of the dynamics on which they cover, yet still do rigorous work. Finally, let's agree that not everyone in a newsroom is impacted by newsworthy events in the same way.
From this starting point, let's talk about different standards that journalists are developing, either in their own practice, or at their organizations to address our personal implications in the news. How can or should reporters disclose their connections or orientations? What are the implications, if any, if reporters participate in protests or donate to causes? How have reporters taken political actions but remained fair and truthful in the reporting? What were the times when this wasn't possible? From this conversation, I hope we can develop sets of standards, personal and organizational that prioritize both our humanity and the integrity of our journalism. 
 | URL: http://ire.org/events-and-training/event/2702/2980/",City Terrace 12,False
,Lunch on your own (Friday),2017-03-03,12:30 p.m.,2017-03-03,2:15 p.m.,False,,See printed schedule for room information,False
,Conversations: If newsrooms had Hogwarts personalities (Sponsored by SRCCON - OpenNews),2017-03-03,12:45 p.m.,2017-03-03,1:45 p.m.,False,"Christine Zhang, Gerald Rich, Jeremy Bowers, Casey Miller - In ""Harry Potter,"" students at Hogwarts School of Witchcraft and Wizardry are sorted into four houses: Gryffindor (the brave), Ravenclaw (the clever), Hufflepuff (the loyal), and Slytherin (the ambitious). This can be a useful framework for understanding personality clashes (and synergies) in the workplace. As House representatives, we* will take a Hogwartsian perspective on common newsroom issues. We will encourage participants to discover and discuss their own Hogwarts identities by taking the online quiz. 
*""we"" are Gerald Rich (Axios, Gryffindor) - also identifies as Ravenclaw. sore loser in a Harry Potter costume competition (http://www.pinoyexchange.com/forums/printthread.php?t=478749&pp=20&page=170) 
Christine Zhang (OpenNews/freelance, Ravenclaw) - gave a lightning talk at MozFest 2016 on ""what Harry Potter taught me about journalism"" (https://twitter.com/christinezhang/status/792421131647082496) 
Jeremy Bowers (NYT, Hufflepuff) - gave a lightning talk at SRCCON 2016 on ""Why you should hire Hufflepuffs"" (https://datanews.github.io/blitzen/) 
Casey Miller (Vox, Slytherin) - surveyed her co-workers about which Hogwarts House they thought each other belonged to -- and compared expectations with reality (https://storytelling.voxmedia.com/2016/9/23/13037226/how-our-remote-team-makes-time-to-bond)
 | URL: http://ire.org/events-and-training/event/2702/2981/",City Terrace 12,False
maps,QGIS I: Importing and displaying geographic data,2017-03-03,2:15 p.m.,2017-03-03,3:15 p.m.,False,"John Walton, Christine Jeavans - Not all datasets need to be mapped, but some do! This mapping class is perfect for beginners looking to learn the basics of visualizing geographic data. We'll go over how to find publicly available data, prepare it for mapping, join datasets and use the open source mapping software, QGIS.
 | URL: http://ire.org/events-and-training/event/2702/2959/",City Terrace 9,False
,What's the impact?,2017-03-03,2:15 p.m.,2017-03-03,3:15 p.m.,False,"Lindsay Green-Barber, Celeste LeCompte, James Hamilton, Tom Rosenstiel - **Moderated by James Hamilton, Stanford University
Investigative stories can change lives and laws, draw audiences, and generate new leads and partnerships. How can you put numbers on these impacts? This panel will try, through discussion of evidence from readership metrics, benefit-cost analyses, survey data, and case studies.
 | URL: http://ire.org/events-and-training/event/2702/2913/",Conference Center A,False
,Exploring environmental data,2017-03-03,2:15 p.m.,2017-03-03,3:15 p.m.,False,"David Heath, Dianne Finch, Dinah Pulver - We'll look at primary data related to marine science--with a focus on coral reef research. We'll look at how scientists collect data from the ocean, and what it looks like once collected. The point of the session is to ""know your data,"" and in this case the data is all about the ocean. In addition, I'll be showing some data on fresh water that I received from Mark Nichols, who couldn't attend. We'll provide some samples to participants.
David will be showing data related to toxins in the environment. Dinah will talk about her work as an environmental journalist. You'll receive more details from them.
All three of us will provide links to useful sites for locating environmental data.
 | URL: http://ire.org/events-and-training/event/2702/2919/",River Terrace 1,False
,Digging into data for stories: A crash course (beginner) *pre-registered attendees only,2017-03-03,2:15 p.m.,2017-03-03,12:30 p.m.,False,"Kickstart your data skills with IRE's original mini-boot camp. This series of hands-on classes will introduce you to spreadsheets and databases with IRE's proven techniques. IRE's experienced trainers will walk you through sorting, calculating and interviewing data. You'll come away with a solid base for using data analysis in your own newsroom. In addition, we'll provide you with our boot camp materials to help keep you on track long after you leave the conference.  
Preregistration is required and seating is limited. Laptops will be provided for the training.â¨
Workshop prerequisites: There are no prerequisites for this workshop and beginners are welcome. This workshop is good for those wanting to get started analyzing data for stories
Workshop times are Friday, March 3, 2:15pm - 4:30pm; Saturday, March 4, 2:15pm - 5:45pm; Sunday, March 5, 9:00am - 12:30pm (Note: Registration for this session reserves your seat for all days of this workshop and attendees are expected to attend all sessions to complete the workshop.)
**Speakers are IRE/NICAR Staff
NOTE: Registration is required for this session. Click here to sign up.
",City Terrace 10/11,False
,Unsung data,2017-03-03,2:15 p.m.,2017-03-03,3:15 p.m.,False,"Dan Keating, Jeremy Singer-Vine - What makes a dataset sing? And what great datasets are underappreciated? Join us for a (totally subjective) romp through some of our favorites. We'll look at data that have been used for award-winning, customized, sophisticated, localized, timely information — many with no programming, no software and no downloading needed.  A quick step-by-step guide to using them.
 | URL: http://ire.org/events-and-training/event/2702/3057/",River Terrace 3,False
javascript,Basic D3 (repeat session),2017-03-03,2:15 p.m.,2017-03-03,3:15 p.m.,False,"Chris Canipe, Jon McClure - We'll cover the basics of getting you started with D3, even if you've never used it before. Then we'll take several real datasets and use them to create a few basic charts.
 | URL: http://ire.org/events-and-training/event/2702/3076/",City Terrace 8,False
,Scraping data without coding (repeat session),2017-03-03,2:15 p.m.,2017-03-03,3:15 p.m.,False,"Sydney Lupkin - Scraping is a âtechnical word for a traditional idea: getting ahold of information, whether or not your sources want you to. In this case, the information is data and the sources are websites. We'll go over some out-of-the-box tools for scraping data, plus some DIY techniques that often work even better.
 | URL: http://ire.org/events-and-training/event/2702/2967/",City Terrace 6,False
,Fighting First Amendment attacks,2017-03-03,2:15 p.m.,2017-03-03,3:15 p.m.,False,"Doug Haddix - In this freewheeling open-mic session, the audience will share tactics to overcome attacks on First Amendment rights, including access to public records, data, documents and meetings. Bring your practical tips, success stories and tools to share. We'll crowdsource proven ways to overcome obstacles to getting the sources, data and documents you need.
**Moderated by Doug Haddix, IRE/NICAR
 | URL: http://ire.org/events-and-training/event/2702/3129/",Conference Center B,False
,Advanced PDF manipulation,2017-03-03,2:15 p.m.,2017-03-03,3:15 p.m.,False,"Miguel Barbosa - So now you know how to get data from basic pdfs and large batches. What about mixed formats, ongoing jobs etc? 
This session will cover how to process pdfs in large batches, use Amazon Mechanical Turk, schedule OCR jobs to work while you aren't around, and build data pipeline. If you're comfortable with the command line and Tesseract this is for you. 
 | URL: http://ire.org/events-and-training/event/2702/2950/",City Terrace 5,False
,Data to localize housing and economy stories,2017-03-03,2:15 p.m.,2017-03-03,3:15 p.m.,False,"Skylar Olsen, Keith Taylor - Keith will discuss finding, graphing, mapping, and sharing economic data from the St. Louis Fed's free website FRED.  Attendees will leave the session able to find economic data by U.S. region such as state, metropolitan area, or county; create multi-series graphs and maps to compare indicators by geography; and download data.  Keith will also cover embedding graphs and maps in stories, saving frequently used graphs, and creating dashboards.  Dashboards are custom webpages created by the user that contain automatically updating data as graphs, tables, and data points.
 | URL: http://ire.org/events-and-training/event/2702/3132/",River Terrace 2,False
,Watch the web for news tips with Klaxon,2017-03-03,2:15 p.m.,2017-03-03,3:15 p.m.,False,"Tom Meagher - Built in The Marshall Project's nonprofit, investigative newsroom, Klaxon is a free program that alerts journalists to newsworthy updates to sites on the web. At this session, you'll learn how to quickly and easily set up Klaxon in your newsroom and how to use it in your reporting. 
 | URL: http://ire.org/events-and-training/event/2702/2982/",City Terrace 12,False
,Design track: Interactive design (Sponsored by Society for News Design),2017-03-03,2:15 p.m.,2017-03-03,3:15 p.m.,False,"Sarah Slobin - You understand the data. You've wrangled the map. You know what the story is. Where does information design come into that process? Design is logic, but like anything else, if no one explains it to you it can be a complete mystery. 
Just like learning a few key words when you travel to another country, there are a few design principles that can help you think about how to present your data or how to tighten your design for your reader. We'll look at the worst design ever and I'll share some ways to look at a user interface -- once you know them these ways of LOOKING you'll never be able to unsee them.
 | URL: http://ire.org/events-and-training/event/2702/3128/",City Terrace 7,False
,Design track: User testing - Gathering insight to make better stories (Sponsored by Society for News Design),2017-03-03,3:30 p.m.,2017-03-03,4:30 p.m.,False,"Hannah Birch, Clarisa Diaz - Is your story clear? Do people see that search field? Does that button work the way you think it does? Find out how to answer these questions by talking to a few outside people. It's easy, it's cheap, and it works. Bonus: Bring a project you're working on and learn how to test it.
 | URL: http://ire.org/events-and-training/event/2702/3127/",City Terrace 7,False
,Data & abuse of power,2017-03-03,3:30 p.m.,2017-03-03,4:30 p.m.,False,"Anna Flagg, Moiz Syed - We need data on public institutions so that we can keep them accountable. But when that data is collected and shared by the institution itself, they are in a powerful position to control the narrative. What can we as data practitioners do to help identify potentially biased narratives that could exist in this type of data? Because blindly trusting a biased dataset is just as harmful as blindly trusting a biased source. We would like to talk a little about a vetting process, and about a few important types of biases in data that you should have in mind. This list is by no means complete and is still a work in progress, but it includes some of the more major types of bias that we've noticed in data, and what we think you can do about them.
 | URL: http://ire.org/events-and-training/event/2702/2914/",Conference Center B,False
,Data journalism from space,2017-03-03,3:30 p.m.,2017-03-03,4:30 p.m.,False,"Sara Schnadt, - For decades, time-sensitive satellite imagery has been expensive and accessible mostly to governments and large corporations. Recent advances in consumer technologies are making satellite technology cheaper, and new business models are making the production of space-bound hardware and imagery more democratized. Planet Labs, a startup founded by ex-NASA engineers, has the largest constellation of Earth-imaging satellites ever and aims to image the entire planet every day to track global events and challenges like climate change, deforestation, refugee camp growth, disaster response, and many others. The high frequency of Planet's imagery creates new opportunities to capture insight on significant local and global change and is able to move at the rapid rate of today's 24-hour news cycle. Recent stories include coverage of deforestation in Bolivia, illegal gold mining in Peru, a collapsing glacier, and discovery of North Korean missile tests. As a unique source of data, Planet's imagery is available to approved journalists and socially-impactful projects.
 | URL: http://ire.org/events-and-training/event/2702/2915/",River Terrace 2,False
,Co-op models in data journalism,2017-03-03,3:30 p.m.,2017-03-03,4:30 p.m.,False,"Forest Gregg - Individual newsrooms duplicate a lot of work in the mundane collection and preparation of data. If we can cooperate, we can save money and take on more ambitious projects. But, cooperation with competitors is hard. In this conversation we will share experiences of folks who have attempted to build cooperative data efforts amongst organizations -- what has worked and what hasn't.
 | URL: http://ire.org/events-and-training/event/2702/2983/",City Terrace 12,False
,Reproducibility and Rmarkdown: How to use R regularly in your newsroom (intermediate),2017-03-03,3:30 p.m.,2017-03-03,4:30 p.m.,False,"Andrew Tran - Learn how to turn your most commonly created custom lines of R code into a function and package for future use. Communicate your findings to others in the newsroom easily with R Markdown. Share all to your Github repo through RStudio for others to download and use or update.
 | URL: http://ire.org/events-and-training/event/2702/3078/",City Terrace 6,False
,News games and simulations,2017-03-03,3:30 p.m.,2017-03-03,4:30 p.m.,False,"Amanda Hickman, Sandeep Junnarkar - Most forms of Web journalism take long-existing news media formats like video, audio, photographs and transfer them to the Web. We'll instead look at how audiences can engage with news developments and complex policy stories by using games and quizzes as a form of interactive storytelling. Amanda Hickman, the director of BuzzFeed's Open Lab for Journalism, Technology, and the Arts; and Sandeep Junnarkar, the director of Interactive Journalism at the CUNY Graduate School of Journalism, will explore what types of stories lend themselves to game/quiz projects, and then help you conceptualize the basics of building news games and quizzes that make complex policies more accessible to audiences.
 | URL: http://ire.org/events-and-training/event/2702/3136/",Conference Center A,False
javascript,Intro to Javascript,2017-03-03,3:30 p.m.,2017-03-03,4:30 p.m.,False,"Chris Essig - Functions, for loops and objects. They can be confusing at first but once you master these and other Javascript coding conventions, you'll be able to build fancy data visualizations and more. In this course, we will be learning the basics of Javascript. No coding experience is necessary.
 | URL: http://ire.org/events-and-training/event/2702/2951/",City Terrace 5,False
,Collaborating with the competition,2017-03-03,3:30 p.m.,2017-03-03,4:30 p.m.,False,"Crina Boros, Sandhya Kambhampati, Jeff Kelly Lowenstein, Ben Wieder - Working with a rival news organization might seem like one of the great journalism no-nos, but successful collaborations can be a way for newsrooms around the country -- and the globe -- to combine their individual strengths and produce higher impact work than each organization could achieve on its own. Learn strategies and tools that will make it easier to play nice with the competition, produce awesome, data-driven investigations and take over the world.
**Moderated by Ben Wieder, The Center for Public Integrity
 | URL: http://ire.org/events-and-training/event/2702/3118/",River Terrace 3,False
maps,"QGIS II: Manipulating, editing and analyzing geographic data",2017-03-03,3:30 p.m.,2017-03-03,4:30 p.m.,False,"Alexandra Kanik - Dive even deeper into data mapping in this continuation of QGIS I. This class will cover joining data tables to maps, aggregating point data for easier analysis and preparing geographic data for display online. It is strongly recommended that you take QGIS I immediate preceding this session, but it is not a strict requirement.
 | URL: http://ire.org/events-and-training/event/2702/2962/",City Terrace 9,False
javascript,Intermediate D3 (repeat session),2017-03-03,3:30 p.m.,2017-03-03,4:30 p.m.,False,"Chris Canipe, Jon McClure - We'll tackle some of the more complicated chart forms in D3, cover advanced data manipulation functions, and include tons of real-world examples of how you can turn your own data into D3 charts.
 | URL: http://ire.org/events-and-training/event/2702/3077/",City Terrace 8,False
,Phil Meyer Award winners deep dives,2017-03-03,3:30 p.m.,2017-03-03,4:30 p.m.,False,"Jeff Ernsthausen, Scott Pham, Eric Sagara, John Templon, Jodi Upton - The winners of the Philip Meyer Award take you behind the scenes and offer insights, tips, and strategies that helped them pull off their award-winning work. These projects included a sophisticated data investigation that revealed doctors who had sexually abused their patients; an innovative tracking system showing how wildfires spread in the West; and a data-driven investigation that exposed match-fixing in professional tennis.
**Moderated by Jodi Upton, Syracuse University
 | URL: http://ire.org/events-and-training/event/2702/3042/",River Terrace 1,False
,Lightning Talks (Sponsored by the Knight Foundation),2017-03-03,4:45 p.m.,2017-03-03,6:00 p.m.,False,"**Moderated by Sisi Wei, ProPublica
Sometimes you don't need 45 minutes to explain a useful technique or interesting resource. Join your colleagues for a session of short (5-minute) talks about doing CAR, Web development or other related topics. 
",Conference Center A&B,False
,Philip Meyer Award Presentation & David Donald Remembrance,2017-03-03,6:00 p.m.,2017-03-03,6:45 p.m.,False,"The presentation of the 2016 Philip Meyer Journalism Awards will take place on Friday at the 2017 CAR Conference in Jacksonville. The awards recognize the best uses of social research methods in journalism and are named in honor of Philip Meyer, author of “Precision Journalism” and retired Knight Chair in Journalism and UNC School of Journalism and Mass Communications. 
Three awards are given annually — a first, second and third place — to recognize the best work using techniques that are part of precision journalism, computer-assisted reporting and social science research. The awards are: $500 for first, $300 for second, and $200 for third.
Then, join us for a brief tribute to former IRE training director and Philip Meyer Award winner David Donald, who passed away December.
",Conference Center A&B,False
,Philip Meyer Award Reception,2017-03-03,6:45 p.m.,2017-03-03,7:30 p.m.,False,"Join fellow CAR attendees in celebrating the Philip Meyer Award Winners at a reception Friday night with light hor d'oeuvres and a cash bar beginning at 6:45 p.m. in River Terrace 1.
",River Terrace 1,False
,Conference registration (Saturday),2017-03-04,8:30 a.m.,2017-03-04,6:00 p.m.,False,"Registration will be located on the 3rd floor Skybridge of the Hyatt Regency Jacksonville Riverfront. 
",3rd floor - Skybridge,False
,Conference sales (Saturday),2017-03-04,8:30 a.m.,2017-03-04,6:00 p.m.,False,"Stop by the NICAR Conference sales table and browse our merchandise, including the IRE bookstore's most popular titles and shirts with the winning design from the NICAR T-shirt contest. 
",3rd floor - Skybridge,False
,Conversations: Let's chat journalism and technology fellowships! Bring your questions and ideas (Sponsored by SRCCON - OpenNews),2017-03-04,9:00 a.m.,2017-03-04,10:00 a.m.,False,"Amanda Hickman, Erika Owens - If you've ever thought about applying for a journalism-tech fellowship, join us to chat about the application process. Learn about applying to the Knight-Mozilla Fellowship or the BuzzFeed Open Lab, or just talk through what makes a fellowship application strong.
 | URL: http://ire.org/events-and-training/event/2702/2984/",City Terrace 12,False
python,Build your first news app (intermediate) *pre-registered attendees only,2017-03-04,9:00 a.m.,2017-03-04,5:45 p.m.,False,"Armand Emamdjomeh, Ben Welsh - This mini-boot camp will walk you through the process of building a simple online news application from a dataset. You will get hands-on experience in every stage of the development process, writing Python, HTML and JavaScript using version control tools. You won't stop until you've deployed a working application onto the World Wide Web.
Preregistration is required and seating is limited. Laptops will be provided for the training.
Workshop prerequisites: If you have a good attitude and know how to take a few code crashes in stride, you are qualified for this class.
NOTE: Registration is required for this session. Click here to sign up.
 | URL: http://ire.org/events-and-training/event/2702/2885/",City Terrace 4,False
,Geocoding addresses,2017-03-04,9:00 a.m.,2017-03-04,10:00 a.m.,False,"Michael Corey - If you've had to place many addresses on a map before, you know how problematic bulk geocoding can be -- technical issues, terms of service, fun, fun fun! If you've never had the pleasure, don't worry, we'll show you how to happily (and correctly) geocode large sets of addresses.
 | URL: http://ire.org/events-and-training/event/2702/3079/",City Terrace 8,False
statistics,Stats: An introduction,2017-03-04,9:00 a.m.,2017-03-04,10:00 a.m.,False,"Holly Hacker - You know how to do sums and averages in Excel. What's next? Learn how to use other statistical tools in Excel, from standard deviations to correlations to t-tests.
 | URL: http://ire.org/events-and-training/event/2702/2955/",City Terrace 6,False
databases,Intro to database manager MySQL I,2017-03-04,9:00 a.m.,2017-03-04,10:00 a.m.,False,"Ronald Campbell - We'll show you how to import files into MySQL, a powerful open-source database manager. You'll use SQL to sort, query and add new fields to make sense of the data.
This session is good for: Anyone with basic spreadsheet or database skills.
 | URL: http://ire.org/events-and-training/event/2702/2957/",City Terrace 11,False
,Breaking through the Facebook wall: Reporting on Facebook using components of Facebook,2017-03-04,9:00 a.m.,2017-03-04,10:00 a.m.,False,"Jeremy Merrill, Julia Angwin, Jon Keegan -  | URL: http://ire.org/events-and-training/event/2702/2916/",Conference Center B,False
,Simple ways to create immersive news stories,2017-03-04,9:00 a.m.,2017-03-04,10:00 a.m.,False,"Joe Fox, Shaheryar Popalzai, Stuart Thompson -  | URL: http://ire.org/events-and-training/event/2702/3008/",Conference Center A,False
,Under pressure: Real life in real time with breaking news,2017-03-04,9:00 a.m.,2017-03-04,10:00 a.m.,False,"Noah Pransky, Nicole Vap -  | URL: http://ire.org/events-and-training/event/2702/3068/",City Terrace 7,False
,Drawing for a better brain,2017-03-04,9:00 a.m.,2017-03-04,10:00 a.m.,False,"Leah Kohlenberg - Can learning to draw improve your writing and reporting skills?  Can you, a reporter good with words who can only draw a stick figure, learn to draw?  Yes you can!  To prove it, come take this hour-long drawing lesson from a Time Magazine reporter/writer turned professional artist and art teacher.  You'll walk away with a finished drawing, and a newfound understanding of how exercising the right side of your brain will help you in your professional life.  All materials provided, no drawing experience necessary.
 | URL: http://ire.org/events-and-training/event/2702/3115/",River Terrace 2,False
,Extracting data from PDFs (repeat session),2017-03-04,9:00 a.m.,2017-03-04,10:00 a.m.,False,"Miguel Barbosa - Learn how to use tools for extracting text from documents. The seminar will discuss the fundamentals of knowing the best tool for the job, a walk-through using online web applications, and an introduction to cracking tough cases using Optical Character Recognition (OCR). For questions before or after the course, please email Acton Gorton (actongorton@gmail.com). 
 | URL: http://ire.org/events-and-training/event/2702/2954/",City Terrace 5,False
,Intro to R (intermediate) *pre-registered attendees only,2017-03-04,9:00 a.m.,2017-03-04,12:30 p.m.,False,"Charles Minshew - â¨Add statistical heft to your reporting by using R, a free, powerful open-source programming language. By the end of this two-hour session, you will be able to take raw data, import it into R, and start your analysis. Topics will include basic data importing, working with directories, reading in data, installing packages, creating simple visualizations, and how to clean, explore and sort your data. We'll also talk about how to find help when you're stuck.
Preregistration is required and seating is limited. Laptops will be provided for the training.â¨ â¨
Workshop prerequisites: This session will be most helpful if you're comfortable working with data and you're ready to take your skills to the next level.â¨
NOTE: Registration is required for this session. Click here to sign up.
 | URL: http://ire.org/events-and-training/event/2702/2886/",City Terrace 9,False
databases,Advanced analysis in SQL,2017-03-04,9:00 a.m.,2017-03-04,10:00 a.m.,False,"Meghan Hoyer - If you feel comfortable with the Structured Query Language basics that IRE teaches in its boot camps -- SELECT, FROM, WHERE, GROUP BY -- but are ready to see what else SQL can do, this session is for you. We will cover more advanced ways of manipulating and questioning data, such as UPDATE queries, joins, writing sub-queries, and other neat tricks.  We will use SQLite.
 | URL: http://ire.org/events-and-training/event/2702/2956/",City Terrace 10,False
,Securing data and communications,2017-03-04,9:00 a.m.,2017-03-04,11:15 a.m.,False,"Jorge Luis Sierra - Are your sources' identities at risk? Are you handling sensitive information? Do you need to protect your data from digital espionage? Do you need to encrypt your communication with editors and sources? Are you under technical attack? In two hours, your information security skills will go to the next level. Use a digital security toolbox and learn how to store, send and receive sensitive information. Bring your computers and mobile phones, and enjoy a cryptoparty at NICAR 2017!
 | URL: http://ire.org/events-and-training/event/2702/2917/",River Terrace 1,False
,Marrying documents and data,2017-03-04,9:00 a.m.,2017-03-04,10:00 a.m.,False,"Steven Rich, Brooke Williams, Francisco Vara-Orta, Tom McGinty - It may feel at times like a chicken-versus-egg style debate in how to approach the incorporation of both data and documents in assembling a solid in-depth project. But learning how to have each play each chunk of information off of one another can really bolster the work. This panel will discuss how they've approached this and highlight stories from various publications that relied heavily on both data and documents as an effective strategy to improve reporting, as well as discuss what tools can be used to put together such potent pairings.
 | URL: http://ire.org/events-and-training/event/2702/3137/",River Terrace 3,False
,Conversations: Feeling defeated? You're not the only one (Sponsored by SRCCON - OpenNews),2017-03-04,10:15 a.m.,2017-03-04,11:15 a.m.,False,"Alan Palazzolo - Regardless of your views on the new administration, the campaign and election made it easy to feel like the work we do isn't important or impactful. I don't have answers, but maybe others do, and some constructive emoting might provide some catharsis either way.
 | URL: http://ire.org/events-and-training/event/2702/2985/",City Terrace 12,False
,Advanced PDF manipulation (repeat session),2017-03-04,10:15 a.m.,2017-03-04,11:15 a.m.,False,"Jacob Fenton - So now you know how to get data from basic pdfs and large batches. What about mixed formats, ongoing jobs etc? 
 
This session will cover how to process pdfs in large batches, use Amazon Mechanical Turk, schedule OCR jobs to work while you aren't around, and build data pipeline. If you're comfortable with the command line and Tesseract this is for you. 
 | URL: http://ire.org/events-and-training/event/2702/3080/",City Terrace 8,False
databases,Intro to database manager MySQL II,2017-03-04,10:15 a.m.,2017-03-04,11:15 a.m.,False,"Liz Lucas - We'll pick up from 'Intro to database manager MySQL I' and continue to cover SQL, introduce joining tables, and talk about some of the useful functions and other features unique to MySQL that make it a powerful and useful tool for reporting.
This session is good for: Anyone with basic spreadsheet or database skills; we suggest you take the first part of this class: Intro to database manager MySQL I.
 | URL: http://ire.org/events-and-training/event/2702/2961/",City Terrace 11,False
,Behind the scenes: Electionland,2017-03-04,10:15 a.m.,2017-03-04,11:15 a.m.,False,"John Keefe, Scott Klein, Olivia Ma - On November 8, 2016, an unprecedented collaboration of journalists, technologists and students worked together to cover the voting experience in America. Using a combination of real-time data, social media and crowdsourcing, Electionland had eyes across the country looking for voting problems, voter intimidation, and yes, even whether the election was rigged. With 1,100 participants, it was the largest journalistic collaboration in history around a single event. How did Electionland come about? How did it work? What lessons can news organizations learn about taking part in -- and hatching -- large-scale collaborations? 
 | URL: http://ire.org/events-and-training/event/2702/2918/",Conference Center A,False
,Drones for mapping,2017-03-04,10:15 a.m.,2017-03-04,11:15 a.m.,False,"Matt Waite - You've seen breathtaking video from drones, but the same platform can be used for mapping small areas at very high resolutions. The software couldn't be easier to make high resolution georeferenced aerial photos for data journalism. In this demo, you'll see the hardware, software and techniques used to do drone mapping.
 | URL: http://ire.org/events-and-training/event/2702/3023/",River Terrace 2,False
,The art and science of the data story comment request,2017-03-04,10:15 a.m.,2017-03-04,11:15 a.m.,False,"Rob Barry, Cezary Podkul, Sarah Ryley - So you've spent months analyzing data and collecting documents for an investigation and now it's time to get a comment from the subject of your story. Except, they don't like the story and don't want to cooperate. How do you maximize your chances of getting a meaningful response? What does a well-crafted comment request look like? And what should you expect – and not expect – when you request comment for your story? Come hear answers to these and other questions as well as tips and tricks for managing your next big comment request.
 | URL: http://ire.org/events-and-training/event/2702/3010/",River Terrace 3,False
databases,Data cleaning in SQL,2017-03-04,10:15 a.m.,2017-03-04,11:15 a.m.,False,"Madi Alexander - Spend enough time around databases and inevitably you'll come across one that has an obnoxious number of variations on city names: New York City. New York. NYC. NY. And yes, even NY City. If you're not sure how to handle that, this session is for you. Come to “Data cleaning in SQL” if you've had an introduction to SQL but want to move past the basics of “WHERE” and “ORDER BY.” We'll cover how to deal with multiple spellings and misspellings, strange date formats, category codes, and a few other tricks and tips for using SQL to clean data.
 | URL: http://ire.org/events-and-training/event/2702/3082/",City Terrace 10,False
,A roundup of international CAR,2017-03-04,10:15 a.m.,2017-03-04,11:15 a.m.,False,"Marianne Bouchart, Rigoberto Carvajal, Helena Bengtsson - How is data journalism done in Norway - in Costa Rica - or in Cameroon? What are the trends and stories done outside of the US? See what journalists around the world are doing - and maybe you can steal a story idea or two to take home. 
**Moderated by Helena Bengtsson, The Guardian
 | URL: http://ire.org/events-and-training/event/2702/3116/",Conference Center B,False
,Public finance and the EMMA website,2017-03-04,10:15 a.m.,2017-03-04,11:15 a.m.,False,"Leah Szarek - For reporters covering state or local government, the Electronic Municipal Market Access (EMMA®) website provides free access to detailed information about the financial health of states, cities and counties, as well as many hospitals, universities, stadiums and other ventures financed by public debt. Staff from the Municipal Securities Rulemaking Board will demonstrate how to find data and information on EMMA, from public finance credit ratings to comprehensive annual financial reports. This interactive session will also highlight several EMMA tools and resources that can assist reporters with monitoring state and local finances and identify potential stories.
 | URL: http://ire.org/events-and-training/event/2702/2953/",City Terrace 7,False
,Mining data from the social web (hands-on),2017-03-04,10:15 a.m.,2017-03-04,11:15 a.m.,False,"Cathy Deng, Lam Thuy Vo - From President Donald Trump's Twitter account to fake news — social media platforms have become a major source for news. 
This hands-on session will give journalists the ability to harvest information from the social web in structured and automated ways. Participants will learn how to collect information from Facebook pages and Twitter accounts via scraping and APIs and turn them into spreadsheets. 
To get the most out of this session: Attendees should have a basic grasp of programming concepts but do not need to be proficient in coding. Attendees should have their own Twitter and Facebook accounts and create app IDs for API access in advance of the session.
 | URL: http://ire.org/events-and-training/event/2702/2958/",City Terrace 5,False
statistics,Stats: Linear regression,2017-03-04,10:15 a.m.,2017-03-04,11:15 a.m.,False,"Jeff Kelly Lowenstein - Go beyond counting and sorting. Learn how (and when) to measure relationships, level playing fields and make predictions.
 | URL: http://ire.org/events-and-training/event/2702/2960/",City Terrace 6,False
python,Visualization and analysis in Python (repeat session),2017-03-04,11:30 a.m.,2017-03-04,12:30 p.m.,False,"Chase Davis - So you're familiar with Python and some of its core concepts. How do you use that to crunch large amounts of data and records into stories and data visualizations quickly and easily? In this hands-on course, we'll show you our tips and tricks in using our favorite Python tools to do just that. You'll walk out knowing how to go from analysis to publishable graphics in just a few minutes. The tools we'll be using: Seaborn (statistical data viz library), matplotlib (plotting library), pandas (data analysis tool), and Jupyter notebooks.
 | URL: http://ire.org/events-and-training/event/2702/3098/",City Terrace 8,False
