Topic,Subject,Start Date,Start Time,End Date,End Time,Speaker(s),Description,Location,URL
spreadsheets,The art of access: Strategies for acquiring public records in an increasingly anti-media world,2017-06-22,3:45 p.m.,2017-06-22,4:45 p.m.,"David Cuillier, Miranda Spivack","A series for Reveal from The Center for Investigative Reporting and a recent John S. and James L. Knight Foundation study reached similar conclusions: Records that should be public are getting harder and harder to get because of delays, high fees and officials gaming the system. Get practical tips, psychological strategies and tech tools for acquiring the records and data you need without having to go to court.
",Grand Canyon 6,http://ire.org/events-and-training/event/2703/3218/
,Don't believe the hype: How to report on a scientific study,2017-06-22,3:45 p.m.,2017-06-22,4:45 p.m.,"Maggie Koerth-Baker, Melissa Bailey, Jennifer Lu","What does it take to write about the results of a scientific study? How do you incorporate scientific research into a bigger feature? Three reporters with very different backgrounds — a former scientist, a longtime science journalist and a community journalist transitioning to more science reporting — will help you avoid the pitfalls and make evidence work for you. 
",Grand Canyon 4-5,http://ire.org/events-and-training/event/2703/3217/
,Revenge: When journalists become the target,2017-06-22,3:45 p.m.,2017-06-22,4:45 p.m.,"Dave Biscobing, Ismael Estrada, Bruce Shapiro, Gilbert Zermeno","**Moderated by Gilbert Zermeno, KPHO-Phoenix
From anonymous trolls to the President of the United States, attempts to threaten, harass and delegitimize investigative reporters have become pervasive. Four decades after the assassination of Don Bolles, this panel will explore practical strategies for staying safe, staying sane and staying on course in today's climate
",Grand Canyon 1-3,http://ire.org/events-and-training/event/2703/3216/
,Show & Tell *Thursday #4 (Sponsored by Napoli Management Group),2017-06-22,3:45 p.m.,2017-06-22,4:45 p.m.,Ramon Escobar,"**Moderated by Ramon Escobar, CNN
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes. 
Reserve a slot online: Thursday sign-ups open at 9 a.m. on Wednesday.
",Grand Sonoran B-D,http://ire.org/events-and-training/event/2703/3380/
,Police: The challenge of immigration enforcement and policing reform (Sponsored by Criminal Justice Journalists),2017-06-22,3:45 p.m.,2017-06-22,4:45 p.m.,"Sadie Gurman, Jude Joffe-Block, William Terrill, Seth Wessler, Ted Gest","**Moderated by Ted Gest, Criminal Justice Journalists
The police profession has been in turmoil, with a focus on shootings by officers, disputed reforms sought by the Justice Department--at least until the Trump administration--and a national debate on ""sanctuary cities"" and whether police should cooperate with federal authorities on immigration cases. Hear from reporters who have covered these issues and an academic expert who studies them.

",Grand Canyon 9-10,http://ire.org/events-and-training/event/2703/3221/
,"IRE Commons: OâBrien Fellowships: $65,000 in support of nine-month investigative reporting projects",2017-06-22,3:45 p.m.,2017-06-22,4:45 p.m.,"Dave Umhoefer, Greg Borowski, Justin George","**Moderated by Dave Umhoefer, Marquette University
Reporters and editors affiliated with the O'Brien Fellowship in Public Service Journalism discuss the award-winning projects produced by journalists selected for the program at Marquette University. Projects have tackled issues around criminal justice, education, the environment, health, science, government secrecy and more. O'Brien selects 3-5 fellows annually. Find out how to apply.
 
",IRE Commons,http://ire.org/events-and-training/event/2703/3416/
,From the human toll of border crossings to Assad's authorization of mass killings: Exploring Livingston Award winning stories with the Knight Foundation,2017-06-22,5:00 p.m.,2017-06-22,6:00 p.m.,"Stella Chavez, Brooke Jarvis, Ben Taub","**Moderated by Stella Chavez, Livingston Awards judge
Meet the 2017 winners of The Livingston Awards for Young Journalists and learn how these reporters transformed their story ideas into award-winning investigations. From tracking down sources to crafting narratives, they will examine ways to dig deeper and tell powerful stories.
",Grand Canyon 9-10,http://ire.org/events-and-training/event/2703/3415/
,The Storytellers Project presents: The life and legacy of Don Bolles (Sponsored by USA TODAY NETWORK),2017-06-22,5:00 p.m.,2017-06-22,6:00 p.m.,"Athia Hardt, Megan Finnerty, Yihyun Jeong, Michael Chow","June 2 marked the 41st anniversary of the assassination of Arizona Republic reporter Don Bolles. To commemorate his legacy of investigative and watchdog journalism, The Arizona Republic will host a special Storytellers Project show in partnership with IRE on Thursday, June 22.
We will feature journalists who worked with Bolles at The Republic and journalists who carry on his legacy today. Members of IRE, which was formed the year before his death, traveled to Phoenix to continue his reporting and collaborated to produce the Arizona Project. The night will be emceed by Republic reporter Richard Ruelas, who has covered Bolles' legacy extensively, and Storytellers Project founder Megan Finnerty.
",Grand Canyon 1-3,http://ire.org/events-and-training/event/2703/3222/
"statistics, spreadsheets",Torturing Excel into doing statistics,2017-06-22,5:00 p.m.,2017-06-22,6:00 p.m.,Steve Doig,"You don't need a special statistics program to run simple statistics. In this session, you'll learn how to compute some basic statistics in Excel and figure out what they mean.
This session will be most helpful if: You already are comfortable with using functions in Excel.
",Pinnacle Peak 2,http://ire.org/events-and-training/event/2703/3333/
,Separating fact from fiction in covering health care,2017-06-22,5:00 p.m.,2017-06-22,6:00 p.m.,"Paul Demko, Christina Jewett","Separating truth from fiction in health care can be confounding given the fierce partisan standoff in Washington that's crystallized over the last seven years. Republicans describe the current state of Obamacare in apocalyptic terms, with premiums skyrocketing and competition dwindling. By contrast, Democrats celebrate the huge coverage gains, leading to the lowest uninsured rate ever recorded. The problem for journalists is that those conflicting descriptions of the current health care landscape are both accurate.
This panel will explore tools you can use to cut through the noise, including how to find and decipher insurer financial filings that provide insight into how they're faring in the exchange marketplaces. We'll also cover some of the nuts and bolts of breaking into your local health care universe, including hospital inspection reports, treatment data and adverse-event and infection-rate data. We'll cap our whirlwind tour with a peek into how Wall Street can give you a peek inside your Main Street health facilities.
",Grand Canyon 7,http://ire.org/events-and-training/event/2703/3224/
,Exposing police surveillance (Sponsored by Media Democracy Fund),2017-06-22,5:00 p.m.,2017-06-22,6:00 p.m.,"George Joseph, Lauren C. Williams, Jo Ellen Kaiser, Ben Conarck","**Moderated by Jo Ellen Kaiser, The Media Consortium
Local police around the United States have been purchasing advanced surveillance equipment including “stingray” cell phone interceptors, drones, and tools for facial recognition and geolocation analysis. Find out how police use these tools legally -- and sometimes illegally. Learn how to discover what tools your local police have and when they are used.
",Grand Canyon 6,http://ire.org/events-and-training/event/2703/3398/
,IRE Commons: Building a CAR community that never stops learning,2017-06-22,5:00 p.m.,2017-06-22,6:00 p.m.,Tyler Dukes,"Opportunities to learn and teach computational journalism shouldn't be limited to college J-school courses. An emerging project called Computer-Assisted Reporting Study Hall intends to be a place where students and working journalists alike can work together to build their skills across newsrooms and platforms. Join WRAL reporter Tyler Dukes to brainstorm what this fledgling community should offer, how it can be a valuable resource for reporters and where it should go next.
",IRE Commons,http://ire.org/events-and-training/event/2703/3417/
,Show & Tell *Thursday #5 (Sponsored by Napoli Management Group),2017-06-22,5:00 p.m.,2017-06-22,6:00 p.m.,Ramon Escobar,"**Moderated by Ramon Escobar, CNN
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes.
Reserve a slot online: Thursday sign-ups open at 9 a.m. on Wednesday.
",Grand Sonoran B-D,http://ire.org/events-and-training/event/2703/3381/
,Prepping for the next election,2017-06-22,5:00 p.m.,2017-06-22,6:00 p.m.,"Sarah Bryner, Anne Galloway, Derek Willis","The next election is closer than you realize. Come learn about tools and techniques to give your election reporting more context and a sharper focus for 2017, 2018 and beyond.
",Grand Canyon 8,http://ire.org/events-and-training/event/2703/3225/
,Broadcast: Editing and beyond  (Sponsored by National Association of Broadcasters),2017-06-22,5:00 p.m.,2017-06-22,6:00 p.m.,"Brendan Keefe, Andy Miller, Keith Tomshe","Top investigative storytellers share their tips, tools and techniques for creating the best presentations for digital and on air. What's the best way to incorporate graphics into your story? How do you manage and streamline multi-camera editing? What can you do throughout the production process to make your final product look amazing? Editing is not an afterthought -- it should be part of your production planning from the start. Andy Miller from Denver's KMGH, Keith Tomshe from Houston's KHOU, and Brendan Keefe from Atlanta's WXIA share their favorite methods for investigative video editing.
",Grand Sonoran G,http://ire.org/events-and-training/event/2703/3301/
,Facebook Live (Live!) (Sponsored by Knight Foundation),2017-06-22,5:00 p.m.,2017-06-22,6:00 p.m.,"Christopher Baxter, Erica Proffer","Investigations take tons of manpower and lots of newsroom resources. To get the most reach out of your story, this session will explore how investigative reporters and newsrooms use social media tools, such as Facebook Live, and non-traditional partnerships to reach as big of an audience as possible, maximize impact and create a potential for change.
",Grand Canyon 11-13,http://ire.org/events-and-training/event/2703/3317/
,Writing the investigative book,2017-06-22,5:00 p.m.,2017-06-22,6:00 p.m.,"Tom Jennings, Suki Kim, David Cay Johnston","**Moderated by Tom Jennings, Logan Nonfiction Program
This panel will analyze the motivation and methods behind book-length investigative reporting projects. Topics planned for discussion include developing story ideas worthy of long-form treatment, extended access to subjects and sources, tools and techniques for organizing reporting and research, and conceptualizing a narrative arc from first to last chapter. The differing investigative styles of the panelists - Suki Kim's risk-taking immersive reporting and David Cay Johnston's renowned weave of data and documents  - will be highlighted.
",Grand Canyon 4-5,http://ire.org/events-and-training/event/2703/3223/
,"Welcome reception (Sponsored by the Walter Cronkite School of Journalism and Mass Communication, Arizona State University)",2017-06-22,6:00 p.m.,2017-06-22,7:30 p.m.,TBA,"Kick off the conference with a welcome reception on Thursday night beginning at 6 p.m in Grand Saguaro North & South. Meet up with friends you have not seen since last year and welcome new attendees. Each attendee will receive one drink ticket for beer, wine, soda or bottled water.
",Grand Saguaro North & South,http://ire.org/events-and-training/event/2703/3363/
,IRE Conference Registration (Friday),2017-06-23,7:30 a.m.,2017-06-23,6:15 p.m.,TBA,,East registration desk,http://ire.org/events-and-training/event/2703/3372/
,IRE Conference Sales (Friday),2017-06-23,7:30 a.m.,2017-06-23,6:15 p.m.,TBA,"Stop by the IRE Conference sales table and browse our merchandise, including the IRE bookstore's most popular titles and shirts.
",Grand Sonoran F Foyer,http://ire.org/events-and-training/event/2703/3427/
,IRE Mentoring Program networking breakfast (Sponsored by Google and Scripps Howard Foundation) **invitation-only event,2017-06-23,7:45 a.m.,2017-06-23,8:45 a.m.,TBA,,Grand Sonoran E,http://ire.org/events-and-training/event/2703/3395/
,The Diversity Dilemma (Hosted by CNN),2017-06-23,9:00 a.m.,2017-06-23,10:00 a.m.,"Ramon Escobar, Lex Haris, Cheryl W. Thompson, Ron Nixon","**Moderated by Ramon Escobar, CNN
Why is there a shortage of diversity among investigative journalists in the industry? What can be done about this dilemma? How do you find and develop more diversity: women and journalists of color? The importance of mentoring and innovative strategies and initiatives to ensure your newsroom is reflecting America at a time when it has never been more important.
",Grand Sonoran E,http://ire.org/events-and-training/event/2703/3435/
,Exhibitors & Recruiters (Friday),2017-06-23,9:00 a.m.,2017-06-23,5:00 p.m.,TBA,"Stop by and visit with exhibitors and recruiters during the 2017 IRE Conference.  A list of those attending is here.
",Grand Canyon Foyer,http://ire.org/events-and-training/event/2703/3431/
,IRE Commons: Ask an ethicist,2017-06-23,9:00 a.m.,2017-06-23,10:00 a.m.,Kristen Hare,"In the relentless news cycle we're all now part of, it's hard to find time to process the big and small ethical choices we have to make every day. Swing by and take a breather with Kristen Hare, a reporter at Poynter, who will work with you to think through the best strategies for those issues.
",IRE Commons,http://ire.org/events-and-training/event/2703/3418/
,Show & Tell *Friday #1 (Sponsored by Napoli Management Group),2017-06-23,9:00 a.m.,2017-06-23,10:00 a.m.,Bill Siegel,"**Moderated by Bill Siegel, The E.W. Scripps Co.
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes.
Reserve a slot online: Friday sign-ups open at 9 a.m. on Thursday.
",Grand Sonoran B-D,http://ire.org/events-and-training/event/2703/3382/
,Broadcast: Consumer investigations  (Sponsored by National Association of Broadcasters),2017-06-23,9:00 a.m.,2017-06-23,10:00 a.m.,"Jesse Jones, Myriam Masihy, Julie Watts","Whether you're starting to build a franchise or searching for fresh ideas after years in your market, three veteran consumer investigators will share their secrets to staying on the air and making it look good, without a lot of resources (or getting sued).
",Grand Sonoran G,http://ire.org/events-and-training/event/2703/3302/
,Management: How to edit the data story when you don't do data,2017-06-23,9:00 a.m.,2017-06-23,10:00 a.m.,"Sarah Cohen, John Erickson, Lois Norder","Three editors will help you understand what data can bring to your investigations, whether it's documenting a trend, finding the best anecdotes or reducing the legwork required. This session will walk through how to include data reporters in your planning and the natural arc of an investigation and how to troubleshoot their work. It will also provide quick tips for bulletproofing a data-heavy story. 
",Grand Canyon 4-5,http://ire.org/events-and-training/event/2703/3227/
,Watchdogging K-12 education,2017-06-23,9:00 a.m.,2017-06-23,10:00 a.m.,"Tawnell Hobbs, Eva Parks, Francisco Vara-Orta","From watching the money to exposing security and safety concerns, three veteran reporters will talk about developing ideas and writing stories that parents and community members can't ignore and public officials wish they could. We'll talk about digging deep to tell better stories -- even on deadline -- and using local and national data to show disparities and wrongdoing with an eye for those pesky red flags. The discussion also will include ways to monitor school leadership and governance, areas that can help parents and voters make informed decisions at the polls. We'll also review data that every education reporter should have on hand – and discuss how to fight that dreaded F-word, FERPA!
",Grand Canyon 1-3,http://ire.org/events-and-training/event/2703/3226/
,Looking in the mirror: Investigating the media,2017-06-23,9:00 a.m.,2017-06-23,10:00 a.m.,"Travis Tritten, Mark Feldstein, Gabriel Sherman, T. Rees Shapiro","**Moderated by Mark Feldstein, University of Maryland
Usually, investigative reporters uncover the misconduct of others. But sometimes, the wrongdoers are fellow journalists and the news outlets they work for. Recent high visibility cases include sexual harassment at Fox News; false rape accusations by Rolling Stone about a University of Virginia fraternity; and fabrications by NBC anchorman Brian William. The reporters who uncovered these scandals will discuss how they did it; offer suggestions on how you can do the same; and explain the special challenges of taking on our own industry.
",Grand Canyon 7,http://ire.org/events-and-training/event/2703/3229/
databases,SQL 1: Intro,2017-06-23,9:00 a.m.,2017-06-23,10:00 a.m.,Lauryn Schroeder,"Learning to manipulate data is a bit like learning a new language. Actually, it is a language, called structured query language (SQL). This session is an introduction to using SQL to zero in on your data by viewing slices and chunks of it and putting it into a useful order so you can spot the stuff you need to get started toward a story. We'll use the (free) database manager SQLite for this class.
This session is good for: People who have some experience working with data in columns and rows, in spreadsheets or database managers.
",Pinnacle Peak 2,http://ire.org/events-and-training/event/2703/3347/
,Let's make some internet: Web development for beginners,2017-06-23,9:00 a.m.,2017-06-23,10:00 a.m.,Kavya Sukumar,"If you've been trying to figure out what all the fuss is about HTML, CSS and JavaScript, this session is for you. This session will introduce you to the basics of web development, help you make sense of the jargon and answer your questions. At the end of the session you will have built a simple web page using HTML, CSS and JavaScript.
This session is good for: Beginners in web development. No coding experience required.
",Pinnacle Peak 1,http://ire.org/events-and-training/event/2703/3338/
,Bailing out: Pretrial release reform  (Sponsored by Criminal Justice Journalists),2017-06-23,9:00 a.m.,2017-06-23,10:00 a.m.,"Scott Bales, Megan Cassidy, Ted Gest, Penny Stinson","**Moderated by Ted Gest, Criminal Justice Journalists
Pretrial release is a national issue, with critics contending that the longstanding cash bail system keeps many non-violent suspects behind bars just because they can't pay small sums to be freed pending trial. Bail bondsmen insist that they are the best people to ensure that defendants who are released return for court appearances. This session features the chief justice of Arizona, who has led a reform effort, the president of a national organization that deals with the issue, and a reporter who covers it.
",Grand Canyon 6,http://ire.org/events-and-training/event/2703/3228/
,Digging into data: A crash course in storytelling *pre-registration required,2017-06-23,9:00 a.m.,2017-06-23,6:15 p.m.,TBA,"**This workshop is full, to add your name to the waiting list here.
**Taught by IRE/NICAR Staff
Kickstart your data skills with IRE's original mini-boot camp. This series of hands-on classes will introduce you to spreadsheets with IRE's proven techniques. IRE's experienced trainers will walk you through sorting, calculating and interviewing data. You'll come away with a solid base for using data analysis in your own newsroom. In addition, we'll provide you with our boot camp materials to help keep you on track long after you leave the conference.  
Preregistration is required and seating is limited. Laptops will be provided for the training.â¨
Workshop prerequisites: There are no prerequisites for this workshop and beginners are welcome. This workshop is good for those wanting to get started analyzing data for stories.
NOTE: Registration is required for this session. Click here to sign up.
",Pinnacle Peak 3,http://ire.org/events-and-training/event/2703/3185/
,Exhibitor/Recruiter Hours (Friday),2017-06-23,9:00 a.m.,2017-06-23,5:00 p.m.,TBA,,Foyer - 1st floor meeting space,http://ire.org/events-and-training/event/2703/3375/
,Tools for shining light on dark money (Sponsored by Knight Foundation),2017-06-23,9:00 a.m.,2017-06-23,10:00 a.m.,"Lee Fang, Andrew Perez, David Sirota","""Dark money"" groups spent millions late last year to help swing the presidential election. Untraceable donations have underwritten state legislative and judicial elections, and have financed opposition to consumer protection rules. Come learn ways to track what interests are influencing the political climate in Washington and in your neighborhood.
",Grand Canyon 11-13,http://ire.org/events-and-training/event/2703/3318/
,Managing student investigations,2017-06-23,9:00 a.m.,2017-06-23,10:00 a.m.,"Danielle Cervantes, Heather Brooke,","**Moderated by Heather Brooke, City University of London
Taking students from absolute beginner to an advanced investigation is an intense learning process for all involved. Three investigative journalists who teach graduate and undergraduate investigative journalism courses will discuss the process and show examples of student investigations. We'll discuss how to mentor students through tricky logistical, legal and ethical issues, how to handle problems that can arise from student investigations and how best to solve them. Teaching the next generation of investigative journalists is crucial to pass on the skills necessary to produce in-depth, challenging reporting. As newsrooms cut experienced staff, universities are becoming the place where students increasingly go to find these skills.
",Grand Canyon 9-10,http://ire.org/events-and-training/event/2703/3231/
,Digging deeper during breaking news,2017-06-23,9:00 a.m.,2017-06-23,10:00 a.m.,"Eric Wieffering, Christal Hayes, Steve Vockrodt","Readers increasingly demand timely and frequent updates to breaking news. This session will explore how to meet the demands for continuous news while pursuing enterprise and investigative threads that will elevate your coverage and build your audience.
",Grand Canyon 8,http://ire.org/events-and-training/event/2703/3202/
,Digging with documents,2017-06-23,10:15 a.m.,2017-06-23,11:15 a.m.,"James Grimaldi, Vicky Nguyen, Jaimi Dowdell","Veteran investigative reporters reveal little-known but awesome documents to turbocharge projects and bulk up beat coverage. They also deliver practical tips for getting, reviewing, analyzing, managing and triangulating documents to unleash their revelatory power. And they show how to bring documents and data to life for video stories without putting viewers to sleep.
",Grand Canyon 8,http://ire.org/events-and-training/event/2703/3236/
,Investigating disability issues (Sponsored by National Center on Disability and Journalism),2017-06-23,10:15 a.m.,2017-06-23,11:15 a.m.,"Michael Berens, Jennifer LaFleur, Brian Rosenthal, Kristin Gilger","Countless untold stories abound involving those with disabilities. From children to adults, spanning local transportation to state education to a federal program that relocates vulnerable people to less expensive places, panelists will reveal tips and techniques for how to tackle these stories in your own newsroom.
",Grand Canyon 1-3,http://ire.org/events-and-training/event/2703/3293/
,How to collaborate and not hate each other,2017-06-23,10:15 a.m.,2017-06-23,11:15 a.m.,"Emilia Diaz-Struck, Ronny Rojas, Arun Karki","Traditionally, investigative journalists haven't been known for their cooperation with the competition. But that's changing, thanks to technology, the need to analyze enormous databases whose public interest transcends borders and the demand for professionals with the unique ability to convert complex issues into attractive stories. So, how can you ensure that cross-border journalism projects are successful? How do you choose the appropriate partners based on each project's needs? We will discuss best practices for effective cross-border investigations and the key decisions made by editors. This includes professional ethics, digital work platforms and ideas for collaborative investigative projects between journalists in the U.S and colleagues located in the Americas.
",Grand Canyon 9-10,http://ire.org/events-and-training/event/2703/3237/
,Show & Tell *Friday #2 (Sponsored by Napoli Management Group),2017-06-23,10:15 a.m.,2017-06-23,11:15 a.m.,Mike Goldrick,"**Moderated by Mike Goldrick, NBC4 Washington
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes.
Reserve a slot online: Friday sign-ups open at 9 a.m. on Thursday.
",Grand Sonoran B-D,http://ire.org/events-and-training/event/2703/3383/
,"Find environmental violators in your community, before the regulations disappear",2017-06-23,10:15 a.m.,2017-06-23,11:15 a.m.,"Scott Fallon, Lisa Song, Sandra Chapman","In an era of expected deregulation and austere budget cuts, veteran journalists will offer tips on investigating polluters, holding regulators accountable and exploring health impacts in affected communities. Topics will include: state-sponsored voluntary cleanup programs, the difficulty of cancer cluster and environmental health investigations, finding reliable scientific experts, covering Superfund sites in your communities, researching public records on toxic sites and piecing together narratives from documents and interviews.
",Grand Canyon 4-5,http://ire.org/events-and-training/event/2703/3233/
,Investigating inequality in higher education (Sponsored by Lumina Foundation),2017-06-23,10:15 a.m.,2017-06-23,11:15 a.m.,"Dan Bauman, Richard Read, Laura Krantz","The U.S. higher-education system is stacked against many students. Reporters at The Boston Globe, The Chronicle of Higher Education and NerdWallet's investigative team are probing aspects of the system, and have experiences and tips to share. UMass Boston's mission is to serve students from poor and immigrant families, but for decades the university has suffered from poor leadership and physical neglect. The Globe is examining why vulnerable students, and taxpayers, are left to foot the bill. Across the country other students are lured by for-profit colleges that overload them with debt. Scammers identify likely victims and target them in student-loan ""debt relief"" scams of the type exposed by The Chronicle and NerdWallet, which  recently completed investigative stories and launched an SEO-juiced web tool to warn consumers. In another project, The Chronicle's Title IX Tracker monitors sexual-assault investigations. Probing the Ivory Tower may seem daunting, but it's increasingly important in a world where education can still be a way to narrow the gap between rich and poor.
 
",Grand Canyon 6,http://ire.org/events-and-training/event/2703/3234/
,Broadcast: Building the team  (Sponsored by National Association of Broadcasters),2017-06-23,10:15 a.m.,2017-06-23,11:15 a.m.,"Matt Goldberg, Letitia Walker, Lex Haris","From covering a national scandal to uncovering a local scam, an investigative team's success is linked to structure and resources. In this session, hear from three news leaders on how they create, foster and guide an investigative team toward success.
",Grand Sonoran G,http://ire.org/events-and-training/event/2703/3303/
databases,SQL 2: Grouping and summing,2017-06-23,10:15 a.m.,2017-06-23,11:15 a.m.,Jonah Newman,"This workshop will build up your SQL muscles, adding some common tasks that journalists need every day: checking for missing data, grouping your data, getting counts and sums and doing math in SQL.
This session is good for: People who attended SQL 1: Intro or have some familiarity with SQL.
",Pinnacle Peak 2,http://ire.org/events-and-training/event/2703/3348/
,"Not-for-TV-video: Strategy, shooting, and survival for non-broadcast reporter (Sponsored by Knight Foundation)",2017-06-23,10:15 a.m.,2017-06-23,11:15 a.m.,"Paige Schwahn, David Bruns","Video is an increasingly necessary component of storytelling as many print-focused newsrooms shift to a “social first” or “online first” mentality. Audiences increasingly seek multimedia and multi-platform content, and algorithms and trends are constantly changing. Some video concepts and approaches have proven more effective or more easily implemented than others, and this session will offer some of those techniques. We'll also discuss some common problems newsrooms face as they increasingly integrate video into reporting, often without increased staffing levels or focused expertise on video and online delivery.
",Grand Canyon 11-13,http://ire.org/events-and-training/event/2703/3323/
command line,Command line for reporters,2017-06-23,10:15 a.m.,2017-06-23,11:15 a.m.,AJ Vicens,"It can be easy to overlook something as basic as the command line, but even knowing a little will make your job easier. We'll run through some simple commands and dive into working with spreadsheets, and we'll walk through some handy tools.
This session is good for: People unfamiliar with the command line, and those who want to get some practical, hands-on practice with the Mac-based Terminal.
",Pinnacle Peak 1,http://ire.org/events-and-training/event/2703/3339/
,Covering Muslim America (Sponsored by Asian American Journalists Association),2017-06-23,10:15 a.m.,2017-06-23,11:15 a.m.,"Imraan Siddiqi, Nuran Alteir, Dianna Nanez","Muslims have lived in the United States since the country's inception, so why are many stories about this community so shallow? Where is the investigative reporting or the in-depth narratives that go beyond stereotypes? With 3.3 million people, Muslims make up the third largest religious group in the country. Reporters who build trust in this community will find stories beyond the obvious religion and immigration beats. Come hear Muslim leaders talk about stories the media is missing. Learn tips from reporters on covering this growing demographic and how you can write stories that delve deeper with tact, tenacity and sensitivity.
",Grand Canyon 7,http://ire.org/events-and-training/event/2703/3235/
,IRE Commons: Your investigation is done - make it go viral!,2017-06-23,10:15 a.m.,2017-06-23,11:15 a.m.,Rick Hirsch,"Investigative reporters can invest months, even years, on a project. But if they don't invest the time to create a strategy to roll it out on traditional and social channels, it may not reach the audience it needs to have the impact it deserves. This session will highlight building a playbook for strategically marketing great work.
",IRE Commons,http://ire.org/events-and-training/event/2703/3410/
command line,Data analysis from the command line,2017-06-23,11:30 a.m.,2017-06-23,12:30 p.m.,Tyler Dukes,"It may not have a fancy interface, but the command line can equip journalists with tailor-made tools to analyze data. This hands-on session will build upon your basic command line skills and dive deeper into the csvkit suite of utilities to interview data, mash it up with other sources, analyze it and generate story ideas -- all with the speed and power of the command line.
This session is good for: People who have some basic Excel skills and a little bit of command-line experience (example: you went to the “Command Line for Reporters” session preceding this one)
",Pinnacle Peak 1,http://ire.org/events-and-training/event/2703/3400/
,Covering cold cases,2017-06-23,11:30 a.m.,2017-06-23,12:30 p.m.,"Madeleine Baran, Thomas Hargrove, Maurice Possley, Chuck Jones","The more than 220,000 unsolved murders in America present a major challenge to journalists. Learn how to review old cases, deal with police and families, and avoid (or spot) pitfalls in investigations. You'll walk away with advice from a retired FBI agent and three journalists with deep experience in cold case investigations.
",Grand Canyon 6,http://ire.org/events-and-training/event/2703/3240/
,Sustaining accountability journalism: What recent research shows,2017-06-23,11:30 a.m.,2017-06-23,12:30 p.m.,"James Hamilton, Gerry Lanosga, Jason Martin, Mary Hargrove","**Moderated by Mary Hargrove, independent journalist
This panel discussion focuses on the latest academic research into investigative journalism, including a national survey of IRE members and two studies that used the IRE Awards archives to explore how stories are discovered, told and supported, and what their different impacts are. The studies' authors will talk about investigative reporters' sources, methods and agendas, as well as lessons on ways to sustain accountability journalism.
",Grand Canyon 4-5,http://ire.org/events-and-training/event/2703/3260/
,IRE Commons: Steal our data - localize national stories for your community,2017-06-23,11:30 a.m.,2017-06-23,12:30 p.m.,"Christopher Baxter, Jeff Ernsthausen, Melissa Lewis","Share a national dataset you built or obtained with the IRE community and learn how you can localize the information for your coverage area. Chris Baxter of NJ Advance Media will share data from his FieldTurf investigation. The Atlanta Journal-Constitution's Jeff Ernsthausen will explain how you can use the paper's powerful data on sexually abusive doctors. Melissa Lewis of The Oregonian will explain how you can use their data on toxic armories.
",IRE Commons,http://ire.org/events-and-training/event/2703/3419/
,Deep dive into border stories (Sponsored by UNITY),2017-06-23,11:30 a.m.,2017-06-23,12:30 p.m.,"Astrid Galvan, Morgan Loew, Elvia Diaz","**Moderated by Elvia Diaz, The Arizona Republic
Learn how to make the right sources, avoid danger and find ways to tell untold stories. We look at how to cover a vast border that differs from place to place, including best practices for sourcing, approaching stories in creative ways and tips for using data to mine those stories.
",Grand Canyon 8,http://ire.org/events-and-training/event/2703/3242/
,Show & Tell *Friday #3 (Sponsored by Napoli Management Group),2017-06-23,11:30 a.m.,2017-06-23,12:30 p.m.,Liz Roldan,"**Moderated by Liz Roldan, WFOR/CBS Miami
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes.
Reserve a slot online: Friday sign-ups open at 9 a.m. on Thursday.
",Grand Sonoran B-D,http://ire.org/events-and-training/event/2703/3384/
,Broadcast: Interviews that stand out  (Sponsored by National Association of Broadcasters),2017-06-23,11:30 a.m.,2017-06-23,12:30 p.m.,"Joel Grover, Tony Kovaleski, Tisha Thompson, Scott Zamost","**Moderated by Scott Zamost, CNBC
Veteran broadcast journalists detail the art of pulling off a compelling on-camera interview.
",Grand Sonoran G,http://ire.org/events-and-training/event/2703/3304/
,Watchdogging the military,2017-06-23,11:30 a.m.,2017-06-23,12:30 p.m.,"Kathleen Johnston, Carl Prine",,Grand Canyon 9-10,http://ire.org/events-and-training/event/2703/3243/
,Speed critiques for yungins' (Sponsored by Google),2017-06-23,11:30 a.m.,2017-06-23,12:30 p.m.,"Kellie Burkett, Jodi Cohen, Tom Dolan, Ellen Gabler, Brad Hamilton, Laurie Jacoby, Todd Wallack, Megan Luther, Julia B. Chan, Philip Maravilla, Mizell Stewart III, Curtis Gilbert","**Moderated by Megan Luther, IRE/NICAR
This is a chance to meet one-on-one with your expert of choice. They will be there to offer speed critiques of your work, resume and story ideas. If you have video, make sure to bring your own player. Fifteen minutes before the start of the session, we will post five numbered business cards for each expert. Once those are gone, the speed critique sessions are full. Please review the bios of each of the experts to find your best fit.
",Grand Canyon 7,http://ire.org/events-and-training/event/2703/3241/
