Topic,Subject,Start Date,Start Time,End Date,End Time,Speaker(s),Description,Location,URL
,Broadcast: Investigating your local school system,2016-06-16,3:45 p.m.,2016-06-16,4:45 p.m.,"Eric Flack, Jenna Susko, Kelly Hinchcliffe","Public school systems can be the single biggest bureaucratic entity outside of state government, in some places, even bigger. What are the richest opportunities for journalists to expose waste, abuse and misuse of taxpayer dollars? This wide ranging panel will dig deep for impactful reporting on public schools.
",Galerie 3,http://ire.org/events-and-training/event/2199/2569/
statistics,Understanding crime and justice statistics -- new challenges and a new guide from IRE (Sponsored by Criminal Justice Journalists),2016-06-16,3:45 p.m.,2016-06-16,4:45 p.m.,"Daniel Lathrop, Jodi Upton, Ted Gest, Ben Poston","**Moderated by Ted Gest, Criminal Justice Journalists
The widespread interest in shootings by police and mass murders, and the unexpected increase in homicides in many major cities, has focused attention on the major gaps in crime and justice data available in the U.S. In this session, as IRE and Criminal Justice Journalists have just updated the guide for reporters, we'll talk about how to get and interpret the latest government and private-sector reports.
",Studio 9-10,http://ire.org/events-and-training/event/2199/2548/
,Outlook potentially negative: When PIOs fight back,2016-06-16,3:45 p.m.,2016-06-16,4:45 p.m.,"Jack Gillum, John Kelly, Maud Beelman, Michael Morisy","**Moderated by Maud Beelman, The Associated Press
This session will offer great tips for working with or working around public information officers, especially when they become roadblocks to your investigation or seek to discredit your reporting. The panelists will also offer strategies for successful open records requests, which increasingly are passing through the press department rather than an agency's FOIA office.
",Salon D,http://ire.org/events-and-training/event/2199/2553/
,5 hacks to get started in data or tech (Sponsored by Knight Foundation),2016-06-16,3:45 p.m.,2016-06-16,4:45 p.m.,Samantha Sunne,"Everyone needs to know data these days. You're definitely gonna get right on it… as soon you've finished this story, and covered the city council meeting, and learned to write Python - whatever that is. Or, you could put off Python a while longer, and use these five hacks to work data in the reporting you're already doing.
",Galerie 1,http://ire.org/events-and-training/event/2199/2573/
,Management: Just say no (or yes) - Vetting story ideas,2016-06-16,3:45 p.m.,2016-06-16,4:45 p.m.,"Amy Pyle, Jennifer Forsyth, Flynn McRoberts","Panelists will provide advice on how to deploy scarce resources toward the most impactful and memorable investigations. Topics will include how to assess if a journalist can deliver on an idea; strategies for converting weak proposals into powerful ones and solid enterprise ideas into investigations; and how to manage disappointment when an idea falls short or must be sidelined for something more urgent. Panelists also will suggest ways to avoid common mistakes that journalists make in conceiving and executing investigations.
",Salon F-H,http://ire.org/events-and-training/event/2199/2676/
,NICAR Commons: Investigating realities: A VR discussion,2016-06-16,3:45 p.m.,2016-06-16,4:45 p.m.,TBA,,Preservation Hall,http://ire.org/events-and-training/event/2199/2782/
,Show & Tell *Thursday - #4 (Sponsored by Napoli Management Group),2016-06-16,3:45 p.m.,2016-06-16,4:45 p.m.,Keith Esparros,"**Moderated by Keith Esparros, CBS - WWL/New Orleans
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Thursday sign-ups open at 9 a.m. on Wednesday.
",Galerie 2,http://ire.org/events-and-training/event/2199/2716/
,#Black(media)matters (Sponsored by The Louisiana Weekly),2016-06-16,5:00 p.m.,2016-06-16,6:00 p.m.,"Renette Dejoie-Hall, Anthony Advincula, Jinx Broussard, Kristal Brent Zook, David Baker","**Moderated by Renette Dejoie-Hall, The Louisiana Weekly
Black Media Matters is a one-hour moderated discussion on the state of Black media, the unique space occupied by Black media, and other hyper-local media outlets whose coverage focuses primarily on issues of social, economic and environmental equality, equity and justice. From Selma in 1965 to #BlackLivesMatter, from Hill v. Thomas to Roe v. Wade, and from Hurricane Katrina to the BP oil spill, this discussion will focus on reporting the issues affecting marginalized communities from the inside out.
Panelists will discuss their experiences in taking national and global issues and reporting on those topics from the perspective of some of the nation's most marginalized communities -- exploring the techniques, strategies and methods journalists have used to navigate and report on the often divisive subjects of age, ethnicity, gender, nationality, race, religion, and sexuality to produce news content that offers a diversity of views, and are compelling, fact-based and fair.
",Studio 9-10,http://ire.org/events-and-training/event/2199/2760/
,Humanizing numbers,2016-06-16,5:00 p.m.,2016-06-16,6:00 p.m.,"Mc Nelly Torres, Andrew Lehren, Kendall Taggart","Data helps you tell your story, yet for journalists, the most important work remains the human story and giving insight into individuals. Come to this session to see how data journalists help their readers empathize and how they balance analysis with narrative. Panelists will share how they write effectively about statistics, use data to find real people to interview, and develop data visualizations that bring numbers to life. We will show great examples that we admire and we'll share concrete tips from our own work.
",Salon F-H,http://ire.org/events-and-training/event/2199/2562/
,Investigating in the wake of disaster (Sponsored by Dart Center for Journalism & Trauma),2016-06-16,5:00 p.m.,2016-06-16,6:00 p.m.,"Bruce Shapiro, Jason Berry, Justin Elliott, Laura Sullivan, Rick Young, Irwin Redlener","**Moderated by Bruce Shapiro, Dart Center for Journalism & Trauma
",Galerie 3,http://ire.org/events-and-training/event/2199/2677/
,Covering 21st century policing in the social media ageâ (Sponsored by Criminal Justice Journalists)â,2016-06-16,5:00 p.m.,2016-06-16,6:00 p.m.,"Kimberly Kindy, Ted Gest, Brad Schrade, Ronal Serpas","**Moderated by Ted Gest, Criminal Justice Journalists
Are today's police officers in the U.S. more abusive than they used to be, or is it just that a few bad apples are being readily exposed by ubiquitous video cameras? How should journalists be covering developments in policing, including changes in training and investigations of drugs and other crime problems? Journalists who cover these issues will be joined by a veteran police official who argues that law enforcement can reduce both crime and incarceration.
",Salon D,http://ire.org/events-and-training/event/2199/2554/
,Automate and turbocharge your social media (Sponsored by Knight Foundation),2016-06-16,5:00 p.m.,2016-06-16,6:00 p.m.,Doug Haddix,"Learn how to curate social media content with tools such as Dlvr.it, Feedly and Scoop.It. See how to combine those tools with Buffer to automatically post updates on Twitter, Facebook, LinkedIn and other platforms. Discover how to create recipes with the free If This, Then That (IFTTT) service to track hashtags or key phrases on social channels and download results automatically. Monitor tweets from a specific place (e.g. the statehouse) and download them automatically to a spreadsheet. And much, more more. No programming skills needed.
",Galerie 1,http://ire.org/events-and-training/event/2199/2574/
,Unleash the data: Tools and tricks for taming PDFs,2016-06-16,5:00 p.m.,2016-06-16,6:00 p.m.,"Nils Mulvad, Jaimi Dowdell","This class will cover basic approaches for getting text out of PDF documents using powerful and freely available tools. Participants will be introduced to basic concepts and walked-through tackling common challenges encountered with tricky PDF documents.
This class is best for: People who are unfamiliar with the PDF to text tools or would like to learn how optical character recognition (OCR) tools can be used for extracting difficult text from images embedded in PDF documents.
",Salon B,http://ire.org/events-and-training/event/2199/2644/
,Campaign 2016: Backgrounding candidates and measuring effectiveness (Sponsored by Rockefeller Brothers Fund),2016-06-16,5:00 p.m.,2016-06-16,6:00 p.m.,"Steve Eder, James Grimaldi, Jonathan Salant, Kathy Kiely","**Moderated by Kathy Kiely, BillMoyers.com
Candidates for public office have more funds than ever for spin machines, just as most newsrooms have less money than ever for reporting resources. Don't despair! A panel of veteran money-in-politics reporters will offer tricks and tips for getting past political hopefuls' press releases and determining whose interests the candidates have been serving or are likely to serve. Whether the contest you're covering is for president of the United States or president of the school board, these pointers should help you hold power accountable — and help your readers cast more informed votes.
",Galerie 4-5,http://ire.org/events-and-training/event/2199/2682/
,Show & Tell *Thursday - #5 (Sponsored by Napoli Management Group),2016-06-16,5:00 p.m.,2016-06-16,6:00 p.m.,Dave Savini,"****Moderated by Dave Savini, CBS/WBBM Chicago
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Thursday sign-ups open at 9 a.m. on Wednesday.
",Galerie 2,http://ire.org/events-and-training/event/2199/2717/
,NICAR Commons: What to do about talented but troublesome reporters,2016-06-16,5:00 p.m.,2016-06-16,6:00 p.m.,Jennifer Forsyth,"**Moderated by Jennifer Forsyth, The Wall Street Journal
Editors and managers will get together to share notes and compare tips on dealing with investigative journalists who have tremendous skills but who also present management challenges. These types include those who alienate their sources or colleagues, who are overzealous in their conclusions, who refuse to embrace 21st century media or who fight every proposed edit to their work.
",Preservation Hall,http://ire.org/events-and-training/event/2199/2774/
,Failures of enforcement,2016-06-16,5:00 p.m.,2016-06-16,6:00 p.m.,"Howard Berkes, Jeremy Schwartz, David Heath, Ziva Branstetter","**Moderated by Ziva Branstetter, The Frontier
Panelists will discuss how government agencies have the authority, means and responsibility to regulate and enforce, but often lack the will. Discussion will include, how to use agency data to write about the human toll this culture of inaction takes and the impact it has on subjects as diverse as mine workers, migrant laborers and abused children. This panel will also focus on how to sift through the records and data to find good human examples and bring the story alive. 
",Salon E,http://ire.org/events-and-training/event/2199/2701/
tableau,A sneak peek at Tableau Public 10.0: Fast and easy mobile-friendly data vizzes (Hosted by Tableau),2016-06-16,5:30 p.m.,2016-06-16,6:00 p.m.,Daniel Hom,,Salon C,http://ire.org/events-and-training/event/2199/2765/
,Welcome reception,2016-06-16,7:00 p.m.,2016-06-16,8:30 p.m.,TBA,"Sponsored by The Advocate
Kick off the conference with a welcome reception Thursday night at the Audubon Aquarium of the Americas (1 Canal St, New Orleans, LA 70130), beginning at 7 p.m.
Meet up with friends you have not seen since last year and welcome new attendees. Light hors d' oeuvres will be served and each attendee will receive one drink ticket.
",See printed schedule for room information,http://ire.org/events-and-training/event/2199/2740/
,IRE Sales Table (Friday),2016-06-17,7:30 a.m.,2016-06-17,6:15 p.m.,TBA,"Stop by the IRE sales table and take a look at our merchandise. We will be selling books, the large selection of titles we carry will certainly include your interests. All proceeds from your purchase help support IRE and its mission.  Sales will be located in Preservation Hall on the 2nd floor of the New Orleans Marriott.
",Preservation Hall,http://ire.org/events-and-training/event/2199/2746/
,IRE Conference Registration (Friday),2016-06-17,7:30 a.m.,2016-06-17,6:15 p.m.,TBA,,"Preservation Booth, 2nd floor",http://ire.org/events-and-training/event/2199/2743/
,Show & Tell *Friday - #1 (Sponsored by Napoli Management Group),2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,Ramon Escobar,"**Moderated by Ramon Escobar, CNN
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Friday sign-ups open at 9 a.m. on Thursday.
",Galerie 2,http://ire.org/events-and-training/event/2199/2718/
,Campaign 2016: Following the (dark) money (Sponsored by Rockefeller Brothers Fund),2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,"Robert Maguire, Fredreka Schouten, Michael Beckel, Russ Choma","**Moderated by Michael Beckel, The Center for Public Integrity
The 2016 election is expected to be the most expensive in history, and big-money political animals that don't disclose their funders are taking on new roles. Come learn about this proliferation of political ""dark money"" and a variety of backdoor ways you might be able to discern who's behind these opaque political spenders. Get ready to dig into IRS reports, Federal Election Commission data, Department of Labor filings and corporate disclosures — as well as pound the pavement — to get answers.
",Galerie 4-5,http://ire.org/events-and-training/event/2199/2602/
,Digging into data for stories: A crash course **pre-registered attendees only,2016-06-17,9:00 a.m.,2016-06-17,6:15 p.m.,TBA,"Even if you've never touched a spreadsheet, you will walk away from this day-long workshop able to use Excel for your next investigation. You'll come away with plenty of story ideas and also learn about publicly available databases that you can download and analyze to produce great local stories.
In this workshop, led by experienced IRE and NICAR trainers, we'll explore how to use Excel, a fairly simple but powerful spreadsheet application, to begin analyzing data for stories. We'll start from the beginning with basic formulas and work our way up to summarizing information using PivotTables and more. How do you think about data analysis as a journalist? How do you find the story within the columns and rows? Depending on the experience level of the group we may discuss advanced functions in Excel including data cleaning and more. 
We'll walk through a number of searchable databases currently available online and show you how you can download information into a spreadsheet so you can start analyzing data as soon as you leave the workshop.
No previous experience is required for this workshop. Preregistration is required and seating is limited. Computers will be provided for the training. **Attendees must be registered for the conference to attend this workshop.
NOTE: Registration is required for this session. Click here to sign up.
",Salon B,http://ire.org/events-and-training/event/2199/2541/
,Exhibitor/Recruiter Hours (Friday),2016-06-17,9:00 a.m.,2016-06-17,5:00 p.m.,TBA,,Preservation Hall,http://ire.org/events-and-training/event/2199/2752/
,All about the analysis,2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,"Rob Barry, Crina Boros, Steven Rich, Chrys Wu","**Moderated by Chrys Wu, The New York Times
We talk about interrogating the data, but exactly what does that mean? What questions should be we asking? How do we formulate those questions? What about running various analysis techniques that might surface ""interesting"" outliers in data? Or is the answer always ""Apply the random forest classification technique""? Our panel of experienced data journalists will explore the intricacies of data analysis.
",Salon D,http://ire.org/events-and-training/event/2199/2692/
,Ethnic media track the impact of hate speech in 2016 election (Sponsored by Ford Foundation and New America Media),2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,"Anthony Advincula, Minhaj Hasan, Chris King, Juan Esparza Loera, Jenise Morgan, Joe Wei","**Moderated by Anthony Advincula, New America Media
Hate speech and demonizing specific groups by public figures has become standard political discourse in the 2016 election campaign. Ethnic news organizations, serving several target populations, report on what they are doing to monitor the fallout in their communities and what they're finding: Increased levels of intimidation and self-censorship, reports of micro-aggression, verbal and physical violence and strategies to fight back.
",Galerie 6,http://ire.org/events-and-training/event/2199/2704/
,Finding the story: A data tour (Sponsored by Knight Foundation),2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,"Mark Nichols, Christopher Schnaars, Russ Ptacek, Katy Stech, Jaimi Dowdell","**Moderated by Jaimi Dowdell, IRE/NICAR
This session will highlight data sources you can mine to uncover stories in your community. Panelists will take a deep dive into bankruptcy, campaign finance, lottery and water data. Check out examples of stories others have done and see how you can put this data to work for yourself.
Each panelist will be teaching a ""Finding the data"" hands-on class later in the conference where you can get experience working with the data yourself. The series of classes includes:
Finding the story:Water
Finding the story:Cracking the political piggy bank
Finding the story: Digging up secrets and story ideas in bankruptcy court records
 Finding the story: Lottery scandals
 Finding the story: Bridges
",Galerie 1,http://ire.org/events-and-training/event/2199/2585/
,Social media on the map,2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,Doug Haddix,"Social media + location = precision reporting. Filter the firehose of social media posts by location to focus like a laser on your city or region. Discover the latest apps, tools and tactics to pinpoint experts, witnesses, story angles, photos, videos and other material in a particular city or even near a specific address. Empowered with these tools, you will stay several steps ahead of your competitors, especially during breaking news.
",Salon F-H,http://ire.org/events-and-training/event/2199/2598/
,The business of freelancing: Running a business (Sponsored by the Fund for Investigative Journalism and FIRE),2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,"Carlos Dada, Laird Townsend, Katia Bachko, Katie Townsend, Lee van der Voo","**Moderated by Laird Townsend, Project Word
This session will cover practical advice on how freelancers can remain economically viable in the public interest. From how to approach grant-raising, time management, tax strategy, and business structure; to how to think about contract, copyright, repurposing, and options. You'll leave with the variables needed for success in starting a news site, how to save time in FOIA requests and avoid legal trouble.
",Studio 9-10,http://ire.org/events-and-training/event/2199/2656/
spreadsheets,Excel 1: Getting started with spreadsheets (repeat session),2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,Jamie Grey,"In this introduction to spreadsheets you'll begin analyzing data with Excel, a simple but powerful tool. You'll learn how to enter data, sort it, filter it and conduct simple calculations like sum, average and median.
Prerequisites: None.
",Salon A,http://ire.org/events-and-training/event/2199/2631/
,NICAR Commons: What to do about dedicated but frustrating editors,2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,Alison Young,"**Moderated by Alison Young, USA TODAY NETWORK
Reporters will get together to share strategies for pursuing watchdog and investigative stories while working for editors whose management styles can make the work more difficult. These types of editors include those who are unable to prioritize daily and enterprise workloads, as well as those who don't understand how investigative reporting is done. We'll also discuss strategies for dealing with editors who are micromanagers and overzealous rewriters, as well as those who try to push a story's conclusions beyond what the reporting shows. Bring your tips for how you've successfully managed challenging editor situations.
",Preservation Hall,http://ire.org/events-and-training/event/2199/2775/
,Robots that report: How fact-checkers worldwide are experimenting with automation,2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,"Alexios Mantzarlis, Bill Adair","With small staffs and an ocean of false claims to verify, fact-checkers in France, the U.K., the U.S. and elsewhere are experimenting with automation in different stages of the fact-checking process. Tools have been built to find check-worthy claims, track false claims in the news and social media, automatically annotate false claims and pair them with fact checks published elsewhere. How far are we from a ""holy grail"" of entirely automated fact-checking? What can we do in the meantime? And how can developments in this field help investigative reporters in their work?
",Salon E,http://ire.org/events-and-training/event/2199/2594/
,Broadcast: Visuals - Making the story sing,2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,"Anna Hewson, Evan Stulberger, Felipe Escamilla, Peter Hull","Turning an investigation into a visual video masterpiece isn't easy. Documents are dull, numbers are numbing, and talking heads are torture. This panel of expert storytellers will show you how they transform these bland elements into emotional and informative stories that really sing. You'll learn from the masters as they share their creative methods and tools. Their strategies will show you how to elevate the production value of your pieces, even with limited resources and looming deadlines. These are techniques that won't just bring video-poor stories to life, but will transform them into clear, powerful pieces that connect with audiences.
",Galerie 3,http://ire.org/events-and-training/event/2199/2580/
,Under pressure: Real life in real time with breaking news,2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,Stephen Stock,"Come experience the real heart pounding excitement of a breaking news simulation where your investigative reporting and computer assisted reporting skills will be put through the ringer and to the test as teams compete to see who can break real, enterprise news in a minute by minute breaking news scenario. Sharpen your skills or learn new techniques to take back to your newsroom to help your team win the day the next time a big breaking news story happens in your backyard.See how good your skills really are. This class will teach you skills you can also use for everyday general assignment reporting/stories to take your career to the next level (not just breaking news.)
Prerequisites: None. This class can be useful to anyone from novice beginners to experienced internet jockeys.
",Salon C,http://ire.org/events-and-training/event/2199/2643/
spreadsheets,When Excel isn't enough (Sponsored by Knight Foundation),2016-06-17,10:15 a.m.,2016-06-17,11:15 a.m.,Thomas Thoren,"Excel is a great tool for most jobs, but it has its limitations. Large files can mean long wait times and it can be difficult to understand and reproduce old work. Databases, however, are faster and powerful enough to handle large amounts of data. And with SQL, you can easily document and reproduce your data analysis which means you'll be ready to quickly recreate a Census data analysis when new data is released.
You won't leave this session a database expert, but you will understand the benefits of databases and have a strong footing for getting started with SQL.
",Galerie 1,http://ire.org/events-and-training/event/2199/2586/
spreadsheets,Excel 2: Functions and pivot tables (repeat session),2016-06-17,10:15 a.m.,2016-06-17,11:15 a.m.,Ron Nixon,"In this class you'll learn how to use formulas to analyze data with the eye of a journalist using calculations like change, percent change and rates. It will also focus on the power of pivot tables for analysis in minutes rather than hours.
Prerequisites: This class will be most helpful if you've taken Excel 1 or have worked with a spreadsheet in the past.
",Salon A,http://ire.org/events-and-training/event/2199/2632/
,Show & Tell *Friday - #2 (Sponsored by Napoli Management Group),2016-06-17,10:15 a.m.,2016-06-17,11:15 a.m.,Ramon Escobar,"**Moderated by Ramon Escobar, CNN
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Friday sign-ups open at 9 a.m. on Thursday.
",Galerie 2,http://ire.org/events-and-training/event/2199/2719/
,Quick and easy analysis without importing: csvkit!,2016-06-17,10:15 a.m.,2016-06-17,11:15 a.m.,Liz Lucas,"Sometimes you just want to ask your data a few questions before you start the process of importing it: How big is it? What's in it? If you have a text or csv file, csvkit can help you do this before you even open the file. It's simple and easy if you're not afraid to dive into the command line.
",Salon C,http://ire.org/events-and-training/event/2199/2706/
,Broadcast: What keeps your lawyer awake at night?,2016-06-17,10:15 a.m.,2016-06-17,11:15 a.m.,"Chris Moeser, Kevin Keeshan, Laura Lee Prather, Mary Ellen Roy","**Moderated by Kevin Keeshan, NBC Owned Television Stations
What are the latest concerns from three of the leading media lawyers in the news business? Social media and the emphasis on digital storytelling have changed the way investigative stories are produced and presented. How does this affect the way the lawyers approach each story? And where do they see the hazards ahead? We'll hear about their concerns, and how journalists can be better prepared to deliver bulletproof investigations across multiple platforms.
",Galerie 3,http://ire.org/events-and-training/event/2199/2581/
,After Ferguson: What's next for reporting on policing in America?,2016-06-17,10:15 a.m.,2016-06-17,11:15 a.m.,"DeRay Mckesson, Oliver Laughland, Errin Haines Whack, Wesley Lowery","Since Ferguson, national attention on police shootings and racial injustices has shifted all across the country, from Baltimore to Chicago, San Francisco, Cleveland, Louisiana, New Mexico, and beyond. Over the past two years, videos, social media, and news stories have brought a new level of scrutiny to police misconduct with fatal outcomes, legal systems that shield officers from accountability, and patchy federal oversight of such incidents. A panel of experts and journalists will look at how this beat has evolved since Ferguson, what those new to the beat should know, and what issues stand on the horizon—plus, story ideas therein.
",Salon D,http://ire.org/events-and-training/event/2199/2596/
,"David 1, Goliath 0: Fighting and winning open records battles",2016-06-17,10:15 a.m.,2016-06-17,11:15 a.m.,"Jason Leopold, Sarah Cohen, Brandon Smith, Matt Topic","**Moderated by Sarah Cohen, The New York Times
Get the tools and inspiration you need to successfully fight for records. Jason Leopold, a self-described FOIA terrorist, will share his strategies and advice on how to wrangle information from recalcitrant officials. He'll be joined by Brandon Smith, the journalist who sued the city of Chicago to release the Laquan McDonald police shooting video, and Matt Topic, the attorney who worked with Smith.
",Salon E,http://ire.org/events-and-training/event/2199/2595/
,Security: Bulletproofing the digital newsroom,2016-06-17,10:15 a.m.,2016-06-17,11:15 a.m.,"Jorge Luis Sierra, Mike Tigas","Learn what investigative journalists and their newsrooms can do to protect their information and communications' integrity from cyber attacks, espionage and eavesdropping launched by corrupt governments, criminal organizations or a combination of both. These skills and tools are a must to learn for digital newsrooms that rely on the internet and mobile phones to work.
",Salon F-H,http://ire.org/events-and-training/event/2199/2599/
,Management: Keep it together - Building and guiding a projects team,2016-06-17,10:15 a.m.,2016-06-17,11:15 a.m.,"Scott Allen, Michael Siconolfi, Chris Davis, David Fallis","**Moderated by David Fallis, The Washington Post
Do you really need an investigative team of reporters? How do you identify and choose the right stories to pursue? How do you ensure that projects don't drag on too long? And, how do you make sure there is a payoff in the end? This panel will tackle these and many other challenges that investigative editors face in newsrooms today.
",Galerie 4-5,http://ire.org/events-and-training/event/2199/2604/
,NICAR Commons: The Southern Girls Project,2016-06-17,10:15 a.m.,2016-06-17,11:15 a.m.,"Elizabeth Hoekenga, Connor Sheets, Diana Samuels","From obesity to educational-inequity to abortion access to Title IX, so many of our nation's most pressing issues come to land at the feet of girls in the American Deep South. Yet these very voices are wildly under-represented in today's media. Who talks to girls? More importantly – who listens?
In a new, open-source Southern Girls Project, journalists across the south are joining with girls, and their advocates, to dive deeper and learn more, examining the issues of the modern south through the eyes of girls from birth to 17 — from generational wealth and crushing poverty, insularity, religion, and the digital divide — and digging into stories too often overlooked.
This session will offer an overview of the project, seek feedback, and explain how news organizations and independent journalists can play a part. The project, stemming from AL.com's Alabama Investigative Journalism Lab, includes partners from NOLA.com, Mississippi Press, freelance journalists, researchers and girls across the south.
We're looking for data journalists, reporters, video storytellers, social media experts and all journalists who believe that listening to, and reporting with, an audience makes for better stories.
",Preservation Hall,http://ire.org/events-and-training/event/2199/2776/
,Rising waters: Investigating the impact of storms and the shrinking coast,2016-06-17,10:15 a.m.,2016-06-17,11:15 a.m.,"Deborah Nelson, Mark Schleifstein, Steve Beatty, Neena Satija","**Moderated by Steve Beatty, The Lens
Unless you're an intrepid eco-tourist, you're not likely to see what passes for a coastline in Louisiana. Likewise, casual visitors don't frequent the Houston Ship Channel. And many marshy inlets of Chesapeake Bay are known only to dedicated crabbers.  But activity in each place affects the lives of millions not far inland. Panelists will talk about getting the information that matters most to your audience, and how best to make it accessible, relevant and compelling.   
",Galerie 6,http://ire.org/events-and-training/event/2199/2688/
,Rolling your own data,2016-06-17,10:15 a.m.,2016-06-17,11:15 a.m.,"Robert Gebeloff, Sarah Ryley, Jennifer LaFleur","Sometimes there's a government database to FOIA. But often the best data for a story doesn't exist in database format. It's a collection of documents, or statistical tables trapped in PDF files. We'll show you examples of stories that were powered by data created from scratch, and provide tips for how to go about such a project.
",Studio 9-10,http://ire.org/events-and-training/event/2199/2551/
,Breaking news investigations,2016-06-17,11:30 a.m.,2016-06-17,12:30 p.m.,"Richard Pienciak, Andy Donohue, Laura Smitherman, Jenna Russell","**Moderated by Andy Donohue, Reveal/CIR
",Salon E,http://ire.org/events-and-training/event/2199/2666/
,Seafood from Slaves: The story behind an IRE Medal winner,2016-06-17,11:30 a.m.,2016-06-17,12:30 p.m.,"Mary Rajkumar,","Learn how a team of reporters from The Associated Press launched an investigation that helped free more than 2,000 enslaved workers. Reporter Martha Mendoza and editor Mary Rajkumar will offer insights into how journalists can use documents, data and sourcing to uncover similar abuses.
",Salon D,http://ire.org/events-and-training/event/2199/2591/
,Turning your investigation into: A podcast,2016-06-17,11:30 a.m.,2016-06-17,12:30 p.m.,"Gina Barton, Nikole Hannah-Jones, Sarah Hutchins, Bill Rankin","You don't have to work for a radio station to be part of the growing podcast movement. Whether you're interested in launching a multi-part series or producing a single episode, this session will help you learn how to turn your investigation into a compelling audio story. Learn from the journalists behind The Atlanta Journal-Constitution's ""Breakdown"" podcast and the Milwaukee Journal Sentinel's ""Unsolved."" We'll cover all the basics: deciding when a story deserves the podcast treatment, pitching it to editors, producing your story, and finding an audience.
",Salon F-H,http://ire.org/events-and-training/event/2199/2600/
,The evolution of data journalism education (Sponsored by Knight Foundation),2016-06-17,11:30 a.m.,2016-06-17,12:30 p.m.,"Sarah Cohen, Cheryl Phillips",,Galerie 1,http://ire.org/events-and-training/event/2199/2729/
,Mobile is now: Transforming newsrooms for the age of the smartphone,2016-06-17,11:30 a.m.,2016-06-17,12:30 p.m.,David Ho,"Mobile is not a platform. Mobile is THE platform. If your newsroom is not embracing mobile, you're behind. Learn to catch up and race ahead with best practices from David Ho, The Wall Street Journal's executive mobile editor. He will talk about WSJ's mobile approach and current focus on putting mobile at the center of the newsroom. Ho, the world's most experienced mobile and tablet editor, will also offer tips and advice for news organizations of all sizes on how to succeed in a world where the dominant news source is in your pocket.
",Studio 9-10,http://ire.org/events-and-training/event/2199/2616/
,NICAR Commons: Julia - One language to rule them all,2016-06-17,11:30 a.m.,2016-06-17,12:30 p.m.,Daniel Lathrop,"**Moderated by Daniel Lathrop, University of Iowa
If you follow the buzz on emerging programming languages, the Julia scientific programming language is all the rage. Importantly for data journalists, it is a statistically oriented language with the ability to easily use existing libraries for R, Python, C and even Java.
",Preservation Hall,http://ire.org/events-and-training/event/2199/2777/
,Revealing the cost of corporate welfare,2016-06-17,11:30 a.m.,2016-06-17,12:30 p.m.,"Greg LeRoy, Hilary Russ, Sarita Nair","An obscure new government-accounting rule covering budgets from calendar 2016 and beyond will require states and most cities, counties and school districts to report how much revenue they lose to economic development tax breaks. Governmental Accounting Standards Board (GASB) Statement No. 77 will enable big-picture and comparative analyses never before possible. From an activist who helped win the rule, a state official overseeing the rule's implementation, and veteran GASB reporter, learn how the Statement works, where the data will reside, who else is watching, and what the data could reveal. For reporters covering public budget issues, Statement No. 77 is likely to prove an investigative gold mine.
",Galerie 4-5,http://ire.org/events-and-training/event/2199/2693/
,Finding the story: Water,2016-06-17,11:30 a.m.,2016-06-17,12:30 p.m.,Mark Nichols,"Need some data support for stories that involve the water we drink and public systems that supply water? Look no further than the EPA's Safe Drinking Water Information System (SDWIS). USA TODAY's Mark Nichols gives you a guided tour of the website that houses data for more than 155,000 public water systems across the U.S. and its territories, and shows you strengths and weaknesses of SDWIS data, based on personal experiences.
",Salon A,http://ire.org/events-and-training/event/2199/2633/
,Investigations with DocumentCloud,2016-06-17,11:30 a.m.,2016-06-17,12:30 p.m.,"Ted Han, Justin Reese, Lauren Grandestaff","Get a hands-on tour of DocumentCloud and how to make the most of its search, annotation, collaboration and publishing tools for your next investigation. Plus, we'll offer up great examples of DocumentCloud in action in recent investigative reports and newsroom tools.
",Salon C,http://ire.org/events-and-training/event/2199/2695/
