Topic,Subject,Start Date,Start Time,End Date,End Time,Speaker(s),Description,Location,URL
spreadsheets,When Excel isn't enough (Sponsored by Knight Foundation),2016-06-17,10:15 a.m.,2016-06-17,11:15 a.m.,Thomas Thoren,,Galerie 1,http://ire.org/events-and-training/event/2199/2586/
,Management: Why won't you just do what I want? Fixing the reporter-editor relationship,2016-06-17,10:15 a.m.,2016-06-17,11:15 a.m.,"Matt Apuzzo, Brett Blackledge, Amy Fiscus, Adam Goldman",,Galerie 4-5,http://ire.org/events-and-training/event/2199/2590/
,Rolling your own data,2016-06-17,10:15 a.m.,2016-06-17,11:15 a.m.,"Robert Gebeloff, Jennifer LaFleur, Sarah Ryley",,Studio 9-10,http://ire.org/events-and-training/event/2199/2551/
,"David 1, Goliath 0: Fighting and winning open records battles",2016-06-17,10:15 a.m.,2016-06-17,11:15 a.m.,"Jason Leopold, Brandon Smith, Sarah Cohen","**Moderated by Sarah Cohen, The New York Times
",Salon E,http://ire.org/events-and-training/event/2199/2595/
spreadsheets,Excel 2: Functions and pivot tables (repeat session),2016-06-17,10:15 a.m.,2016-06-17,11:15 a.m.,Ron Nixon,"In this class you'll learn how to use formulas to analyze data with the eye of a journalist using calculations like change, percent change and rates. It will also focus on the power of pivot tables for analysis in minutes rather than hours.
Prerequisites: This class will be most helpful if you've taken Excel 1 or have worked with a spreadsheet in the past.
",Salon A,http://ire.org/events-and-training/event/2199/2632/
,Security: Bulletproofing the digital newsroom,2016-06-17,10:15 a.m.,2016-06-17,11:15 a.m.,"Jorge Luis Sierra, Mike Tigas",,Salon F-H,http://ire.org/events-and-training/event/2199/2599/
,Quick and easy analysis without importing: csvkit!,2016-06-17,10:15 a.m.,2016-06-17,11:15 a.m.,Liz Lucas,,Salon C,http://ire.org/events-and-training/event/2199/2706/
,Investigations with DocumentCloud,2016-06-17,11:30 a.m.,2016-06-17,12:30 p.m.,"Ted Han, Justin Reese,","Get a hands-on tour of DocumentCloud and how to make the most of its search, annotation, collaboration and publishing tools for your next investigation. Plus, we'll offer up great examples of DocumentCloud in action in recent investigative reports and newsroom tools.
",Salon C,http://ire.org/events-and-training/event/2199/2695/
,Turning your investigation into: A podcast,2016-06-17,11:30 a.m.,2016-06-17,12:30 p.m.,"Gina Barton, Nikole Hannah-Jones, Bill Rankin, Sarah Hutchins","You don't have to work for a radio station to be part of the growing podcast movement. Whether you're interested in launching a multi-part series or producing a single episode, this session will help you learn how to turn your investigation into a compelling audio story. Learn from the journalists behind The Atlanta Journal-Constitution's ""Breakdown"" podcast and the Milwaukee Journal Sentinel's ""Unsolved."" We'll cover all the basics: deciding when a story deserves the podcast treatment, pitching it to editors, producing your story, and finding an audience.
",Salon F-H,http://ire.org/events-and-training/event/2199/2600/
,The evolution of data journalism education (Sponsored by Knight Foundation),2016-06-17,11:30 a.m.,2016-06-17,12:30 p.m.,"Sarah Cohen, Cheryl Phillips",,Galerie 1,http://ire.org/events-and-training/event/2199/2729/
,Seafood from Slaves: The story behind an IRE Medal winner,2016-06-17,11:30 a.m.,2016-06-17,12:30 p.m.,"Martha Mendoza, Mary Rajkumar",,Salon D,http://ire.org/events-and-training/event/2199/2591/
,Show & Tell *Friday - #3 (Sponsored by Napoli Management Group),2016-06-17,11:30 a.m.,2016-06-17,12:30 p.m.,Steven Ackermann,"**Moderated by Steven Ackermann, Raycom Media
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Friday sign-ups open at 9 a.m. on Thursday. Check back on Thursday, June 16 for sign-up details.
",Galerie 2,http://ire.org/events-and-training/event/2199/2720/
,Finding the story: Water,2016-06-17,11:30 a.m.,2016-06-17,12:30 p.m.,Mark Nichols,,Salon A,http://ire.org/events-and-training/event/2199/2633/
,Revealing the cost of corporate welfare,2016-06-17,11:30 a.m.,2016-06-17,12:30 p.m.,TBA,,Galerie 4-5,http://ire.org/events-and-training/event/2199/2693/
,Breaking news investigations,2016-06-17,11:30 a.m.,2016-06-17,12:30 p.m.,"Richard Pienciak, Laura Smitherman, Andy Donohue, Jenna Russell","**Moderated by Andy Donohue, Reveal/CIR
",Salon E,http://ire.org/events-and-training/event/2199/2666/
,Mobile is now: Transforming newsrooms for the age of the smartphone,2016-06-17,11:30 a.m.,2016-06-17,12:30 p.m.,David Ho,,Studio 9-10,http://ire.org/events-and-training/event/2199/2616/
,Broadcast: How to get people to talk,2016-06-17,11:30 a.m.,2016-06-17,12:30 p.m.,"Cindy Galli, Dina Gusovsky, Scott Zamost",,Galerie 3,http://ire.org/events-and-training/event/2199/2582/
,Political advertising: How to unlock new insights from a fresh treasure trove of data,2016-06-17,11:30 a.m.,2016-06-17,12:30 p.m.,"Robert Maguire, Aaron Sharockman, Nancy Watzman",,Galerie 6,http://ire.org/events-and-training/event/2199/2577/
,Involving your audience in your investigation,2016-06-17,2:30 p.m.,2016-06-17,3:30 p.m.,"Robert Benincasa, Michelle Holmes, Dave Maass, Shawn McIntosh","**Moderated by Shawn McIntosh, The Atlanta Journal-Constitution
",Studio 9-10,http://ire.org/events-and-training/event/2199/2617/
,Research gumbo,2016-06-17,2:30 p.m.,2016-06-17,3:30 p.m.,"Barbara Gray, Margot Williams",,Galerie 4-5,http://ire.org/events-and-training/event/2199/2603/
,Broadcast deep dives 2 (Sponsored by Napoli Management Group),2016-06-17,2:30 p.m.,2016-06-17,3:30 p.m.,"Daffodil Altan, Andres Cediel, Matthew Glasser, Joel Grover, Harry Hairston",,Galerie 2,http://ire.org/events-and-training/event/2199/2589/
web development,Web scraping without programming (Sponsored by Knight Foundation),2016-06-17,2:30 p.m.,2016-06-17,3:30 p.m.,Steve Reilly,,Galerie 1,http://ire.org/events-and-training/event/2199/2587/
,"Broadcast: Hoaxes, con men & frauds",2016-06-17,2:30 p.m.,2016-06-17,3:30 p.m.,"Tony Kovaleski, Ira Rosen, Matthew Mosk",,Galerie 3,http://ire.org/events-and-training/event/2199/2583/
"spreadsheets, regex",Advanced OpenRefine: Using regular expressions,2016-06-17,2:30 p.m.,2016-06-17,3:30 p.m.,Sarah Cohen,"This class will cover using some of the advanced regular expressions and cleaning techniques available in OpenRefine.
The session is best for: people who have used OpenRefine or its predecessor, Google Refine, for simple data cleaning tasks such as faceting, simple clustering, and common transformations.
",Salon C,http://ire.org/events-and-training/event/2199/2645/
,Management: Making newsroom partnerships work,2016-06-17,2:30 p.m.,2016-06-17,3:30 p.m.,"Kirsten Danis, Ken Foskett, Lorie Hearn, Mark Greenblatt","**Moderated by Mark Greenblatt, Scripps Washington Bureau
",Salon D,http://ire.org/events-and-training/event/2199/2665/
,Uncovering stories on the business beat (Sponsored by Bloomberg),2016-06-17,2:30 p.m.,2016-06-17,3:30 p.m.,"Pat Beall, Dakin Campbell, Michael Grabell, Will Sutton","**Moderated by Will Sutton, Grambling State University
",Salon E,http://ire.org/events-and-training/event/2199/2683/
,Constructing the narrative: An unbelievable story of rape,2016-06-17,2:30 p.m.,2016-06-17,3:30 p.m.,"Ken Armstrong, T. Christian Miller",,Salon F-H,http://ire.org/events-and-training/event/2199/2570/
databases,Intro to SQL,2016-06-17,2:30 p.m.,2016-06-17,3:30 p.m.,Thomas Thoren,"Learning to manipulate data is a bit like learning a new language. Actually, it is a language, called structured query language (SQL). This session is an introduction to using SQL to zero in on your data by viewing slices and chunks of it and putting it into a useful order so you can spot the stuff you need to get started toward a story. We'll use the (free) database manager SQLite for this class.
This session will be most useful if: You have some experience working with data in columns and rows, in spreadsheets or database managers.
",Salon A,http://ire.org/events-and-training/event/2199/2634/
,Mastering the investigative interview: Questioning the way you take on your targets,2016-06-17,2:30 p.m.,2016-06-17,3:30 p.m.,Julian Sher,"We do them every day, often without thinking. Maybe that's the problem – even as pros we make basic mistakes in interviews because we are not thinking strategically and tactically. Politicians, businesspeople and PR flacks are experts at jumping on the smallest opening we give them, the tiniest mistake in formulating a question. It's not just about getting the facts out – it's about how to dramatically rethink the way you approach interviews, how to master the basic rules of tough interviews, and then learn how to break them when needed.
Julian Sher is the senior producer of CBC TV's the fifth estate, Canada's premier investigative TV program and the author of six books. His articles have appeared in The New York Times, the Toronto Star and the Globe and Mail. More at www.juliansher.com.
",Galerie 6,http://ire.org/events-and-training/event/2199/2609/
,How graph databases can help uncover wrongdoing (Sponsored by Knight Foundation),2016-06-17,3:45 p.m.,2016-06-17,4:45 p.m.,"Mar Cabra, William Lyon","Answering the question of “who is connected to whom?” is crucial to any investigation. Criminals, tax evaders, drug traffickers... they all work in networks. Graph databases can help you make sense of these networks and easily visualize the connections. Learn how the International Consortium of Investigative Journalists turned documents into a public database of secretive offshore companies and how you can use Neo4j and graph databases to make sense of connected data and find hidden stories.
",Galerie 1,http://ire.org/events-and-training/event/2199/2588/
,Navigating legal minefields in the source-journalist relationship,2016-06-17,3:45 p.m.,2016-06-17,4:45 p.m.,"Mark MacDougall, Karen Williams, David Schertler, Michael Isikoff","**Moderated by Michael Isikoff, Yahoo News
Sources who help expose corruption or misconduct sometimes violate the law by taking evidence that is not their property. But what about the source who is breaking the law in real-time or who tells a journalist about the crimes that she plans to commit? What can a journalist do to protect a source who is keeping classified information on a home computer? Information which the journalist will shortly publish a story about that will focus law enforcement attention directly on the source? What if the crime goes beyond just spiriting documents out of the office and involves more serious offenses – and the journalist know about it? Other real-life episodes to be considered include: Dealing with sources who proffer classified information, sources who secretly (but unlawfully) record telephone calls or intercept other communications, the risks involved when a source is also a computer hacker, and little-known tools that can be used to protect anonymous sources. This session will focus on how the law treats these cases and what can be done by journalists to protect themselves and their sources from criminal exposure - and still get the story.
",Salon F-H,http://ire.org/events-and-training/event/2199/2601/
,Reporting on guns,2016-06-17,3:45 p.m.,2016-06-17,4:45 p.m.,"Lois Beckett, Ben Hallman, Michael Luo, Mike McLively, Matt Drange","**Moderated by Matt Drange, Forbes
With more guns than people in the U.S., you'd think there would be an army of journalists covering every aspect of guns, from gun violence to the business of guns to gun policy and everything in between. The reality is, there are precious few journalism resources dedicated to consistent coverage of guns. Most newsrooms only get involved when there's a mass shooting. Come hear from some of the best in the business as we talk about how to cover guns and highlight recent in-depth reporting on them. We aim to send you back to your newsroom with story ideas you can execute right away, along with resources you can use for the long haul.
",Salon D,http://ire.org/events-and-training/event/2199/2592/
,Broadcast: Rolling investigations,2016-06-17,3:45 p.m.,2016-06-17,4:45 p.m.,"Tisha Thompson, Phil Williams, Lee Zurik",,Galerie 3,http://ire.org/events-and-training/event/2199/2584/
spreadsheets,Excel tricks,2016-06-17,3:45 p.m.,2016-06-17,4:45 p.m.,Meghan Hoyer,"Learn about various tools and functions in Excel that come in handy when you need to re-structure or otherwise get your data ready for analysis. We'll cover string functions, logical functions, date functions, the Tableau Reshaper, merging data using lookup functions, and perhaps a few other nifty tricks if time allows. This is a fast-paced class intended to introduce you to these tools, not master them. But you'll walk out with practice data and a 20-page tipsheet from MaryJo Webster that covers, in detail, everything we do in class, plus other great Excel tips.
Recommended for: anyone feeling comfortable with basic Excel functions and formulas.
",Salon C,http://ire.org/events-and-training/event/2199/2707/
,Investigating child mistreatment,2016-06-17,3:45 p.m.,2016-06-17,4:45 p.m.,"Jenifer McKim, Greg Smith, Duff Wilson",,Studio 9-10,http://ire.org/events-and-training/event/2199/2658/
databases,Digging deeper with SQL: Grouping and summing,2016-06-17,3:45 p.m.,2016-06-17,4:45 p.m.,T. Christian Miller,"This SQLite workshop will build up your SQL muscles, adding some common tasks that journalists need every day: checking for missing data, grouping your data, getting counts and sums and doing math in SQL.
Prerequisites: It is recommended that you take 'Intro to SQL: Interrogating data' or have some familiarity with SQL.
",Salon A,http://ire.org/events-and-training/event/2199/2635/
,Management: Culture change - Steering your newsroom into the multiplatform world,2016-06-17,3:45 p.m.,2016-06-17,4:45 p.m.,"Stephen Engelberg, Lawan Hamilton, Robert Rosenthal, David Boardman","**Moderated by David Boardman, Temple University
",Salon E,http://ire.org/events-and-training/event/2199/2597/
,Turning your investigation into: A play,2016-06-17,3:45 p.m.,2016-06-17,4:45 p.m.,"Mike McGraw, Jennifer Welch, Michelle T. Johnson, Andy Donohue","**Moderated by Andy Donohue, Reveal/CIR
",Galerie 6,http://ire.org/events-and-training/event/2199/2579/
,Show & Tell *Friday - #4 (Sponsored by Napoli Management Group),2016-06-17,3:45 p.m.,2016-06-17,4:45 p.m.,Al Tompkins,"**Moderated by Al Tompkins, Poynter
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Friday sign-ups open at 9 a.m. on Thursday. Check back on Thursday, June 16 for sign-up details.
",Galerie 2,http://ire.org/events-and-training/event/2199/2721/
,Networking: Getting plugged into journalism around the world,2016-06-17,3:45 p.m.,2016-06-17,4:45 p.m.,"Alejandro GonzÃ¡lez, Carlos Eduardo Huertas, David Lemayian, Rana Sabbagh, Amanda Strydom, Drew Sullivan, David Kaplan","**Moderated by David Kaplan, Global Investigative Journalism Network
",Galerie 4-5,http://ire.org/events-and-training/event/2199/2684/
,Show & Tell *Friday - #5 (Sponsored by Napoli Management Group),2016-06-17,5:00 p.m.,2016-06-17,6:15 p.m.,Al Tompkins,"**Moderated by Al Tompkins, Poynter
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Friday sign-ups open at 9 a.m. on Thursday. Check back on Thursday, June 16 for sign-up details.
",Galerie 2,http://ire.org/events-and-training/event/2199/2722/
databases,Joining data with SQL,2016-06-17,5:00 p.m.,2016-06-17,6:15 p.m.,Ronald Campbell,,Salon A,http://ire.org/events-and-training/event/2199/2636/
,Fundamentals of Neo4j graph database for data analysis (Mac only),2016-06-17,5:00 p.m.,2016-06-17,6:15 p.m.,William Lyon,"Graph databases have been used to make sense of data for stories such as the Panama Papers and analyzing FEC campaign contributions. Being able to model and query data as a graph enables us to draw insights from highly connected data such as email records, leaked documents, and public data.
In this hands on session we will introduce you to the Neo4j graph database, including:
- An overview of the property graph data model and how to model data as a graph
- A comparison of the property graph to other data models and database systems
- How to load datasets into Neo4j from public web APIs
- How to query Neo4j using Cypher, the query language for graphs
- How to use graph visualization tools to explore and draw insight from the data
This hands-on session is intended for those familiar with basic database concepts and who have at least some experience working with a database (such as writing SQL queries).
",Salon C,http://ire.org/events-and-training/event/2199/2655/
,"Showcase: From investigation to movie, behind the scenes of Spotlight",2016-06-17,5:00 p.m.,2016-06-17,6:15 p.m.,TBA,,Salon D-E,http://ire.org/events-and-training/event/2199/2593/
,New tools for political investigative reporting: The Background Machine and The Legislative Influence Detector (Sponsored by Knight Foundation),2016-06-18,9:00 a.m.,2016-06-18,10:00 a.m.,"Kat Duffy, Justin Price, Evan Wyloge, Joe Walsh, Brandon Quester",,Galerie 1,http://ire.org/events-and-training/event/2199/2627/
,Turning your investigation into: A book,2016-06-18,9:00 a.m.,2016-06-18,10:00 a.m.,"Ronnie Greene, Nancy Stancill, Mike Stanton, Josh Meyer","**Moderated by Josh Meyer, NBC News
",Studio 9-10,http://ire.org/events-and-training/event/2199/2659/
,Finding the story: Cracking the political piggy bank,2016-06-18,9:00 a.m.,2016-06-18,10:00 a.m.,Christopher Schnaars,,Salon B,http://ire.org/events-and-training/event/2199/2654/
spreadsheets,Protecting kids: Accessing child welfare records,2016-06-18,9:00 a.m.,2016-06-18,10:00 a.m.,"Sarah Butrymowicz, John Ferrugia, Clark Fouraker",,Salon F-H,http://ire.org/events-and-training/event/2199/2611/
,Audio class with Reveal 1,2016-06-18,9:00 a.m.,2016-06-18,10:00 a.m.,TBA,,Galerie 6,http://ire.org/events-and-training/event/2199/2618/
,Coding for journalists (pre-registered attendees only),2016-06-18,9:00 a.m.,2016-06-18,12:30 p.m.,Alex Richards,"Over the course of two half-day sessions, this workshop will cover the ways basic programming in Python can collect data for stories from the web, assist with some repetitive tasks you've probably been doing by hand and generally speed up your reporting. This hands-on training will cover the fundamental coding concepts and libraries you need to know about, as well as how to apply them to your own stories.
This course is designed for coding beginners who already have some experience with spreadsheets, SQL, the computer command line and basic HTML. You will need to attend both parts of the workshop (Saturday and Sunday mornings from 9 a.m. - 12:30 p.m.). Preregistration is required and seating is limited. Laptops will be provided for the training. **Attendees must be registered for the conference to attend this workshop.
NOTE: Registration is required for this session. Click here to sign up.
",Salon C,http://ire.org/events-and-training/event/2199/2542/
,Designing database applications to increase page views and ad revenues (Hosted by Caspio),2016-06-18,9:00 a.m.,2016-06-18,10:00 a.m.,Edward Garcia,"With journalists facing increasing pressure to create data interactives that engage more readers, it's important to optimize data-driven applications for interactivity, traffic, and page views. Learn how to design and deploy revenue-generating applications that will continue to serve as long-lasting data assets. This demo will showcase real-world examples and techniques for building “share-worthy” hyper-local applications. Technologies covered: Caspio, Google maps, AJAX, location proximity, CDN, data feeds, SEO, and cross-channel deployment (web, mobile and social).
Note: Pre-registration is not required, but is recommended to receive your free Caspio account pre-loaded with demo apps for the session. Register
This session is good for: Everyone.
",Salon A,http://ire.org/events-and-training/event/2199/2700/
,Jaw-droppingly cool online tools and apps that journalists love (Sponsored by TEGNA),2016-06-18,9:00 a.m.,2016-06-18,10:00 a.m.,Al Tompkins,,Salon D,http://ire.org/events-and-training/event/2199/2621/
,Broadcast: Feeding the beast,2016-06-18,9:00 a.m.,2016-06-18,10:00 a.m.,"Amy Corral, Randy Mac, Scott MacFarlane, Erica Proffer",,Galerie 3,http://ire.org/events-and-training/event/2199/2622/
,How to investigate the war on women's health,2016-06-18,9:00 a.m.,2016-06-18,10:00 a.m.,"Hannah Levintova, Nina Martin, Molly Redden, Marianne Szegedy-Maszak","**Moderated by Marianne Szegedy-Maszak, Mother Jones
",Salon E,http://ire.org/events-and-training/event/2199/2672/
,Show & Tell *Saturday - #1 (Sponsored by Napoli Management Group),2016-06-18,9:00 a.m.,2016-06-18,10:00 a.m.,Lea Thompson,"**Moderated by Lea Thompson
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Saturday sign-ups open at 9 a.m. on Friday. Check back on Friday, June 17 for sign-up details.
",Galerie 2,http://ire.org/events-and-training/event/2199/2723/
,Investigating billionaires,2016-06-18,9:00 a.m.,2016-06-18,10:00 a.m.,"Monika Bauerlein, Lowell Bergman, Stephanie Grimes, Brian Ross, Len Downie, Jr","**Moderated by Len Downie, Jr, ASU Walter Cronkite School of Journalism
",Galerie 4-5,http://ire.org/events-and-training/event/2199/2712/
,Audio class with Reveal 2,2016-06-18,10:15 a.m.,2016-06-18,11:15 a.m.,TBA,,Galerie 6,http://ire.org/events-and-training/event/2199/2619/
,Panama Papers: How the world's largest collaborative investigation came together,2016-06-18,10:15 a.m.,2016-06-18,11:15 a.m.,TBA,,Salon D,http://ire.org/events-and-training/event/2199/2667/
,Campaign 2016: Covering state and local elections (Sponsored by Rockefeller Brothers Fund),2016-06-18,10:15 a.m.,2016-06-18,11:15 a.m.,"Denise Roth Barber, David Washburn, Melissa Yeager, Denise Malan","**Moderated by Denise Malan, IRE/INN
State and local elections often receive little attention but are rich with potential stories and investigations - if you know how to follow the money. Panelists will cover why more money is expected to funnel into state and local elections this cycle, how dark money is making its way into local campaigns, the basics of tracking straw donors in local campaigns, and ways to identify who is behind different ads being broadcast in your area.
",Galerie 4-5,http://ire.org/events-and-training/event/2199/2608/
,Educators: Guiding students on controversial campus investigations,2016-06-18,10:15 a.m.,2016-06-18,11:15 a.m.,"David Armstrong, Karl Idsvoog, Dee J. Hall",,Studio 9-10,http://ire.org/events-and-training/event/2199/2660/
,Looking out for your audience: From scams to ripoffs to wrongdoing,2016-06-18,10:15 a.m.,2016-06-18,11:15 a.m.,"Lee Rood, Raquel Rutledge, Julie Watts, Mc Nelly Torres","**Moderated by Mc Nelly Torres, NBC6 Miami
",Salon E,http://ire.org/events-and-training/event/2199/2567/
,"When, why and how to use unnamed sources (Sponsored by Knight Foundation)",2016-06-18,10:15 a.m.,2016-06-18,11:15 a.m.,Steve Buttry,,Galerie 1,http://ire.org/events-and-training/event/2199/2572/
,Show & Tell *Saturday - #2 (Sponsored by Napoli Management Group),2016-06-18,10:15 a.m.,2016-06-18,11:15 a.m.,Dave Savini,"**Moderated by Dave Savini, CBS/WBBM Chicago.
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Saturday sign-ups open at 9 a.m. on Friday. Check back on Friday, June 17 for sign-up details.
",Galerie 2,http://ire.org/events-and-training/event/2199/2724/
,Management: Keep it together - Building and guiding a projects team,2016-06-18,10:15 a.m.,2016-06-18,11:15 a.m.,"Scott Allen, Chris Davis, Michael Siconolfi, David Fallis","**Moderated by David Fallis, The Washington Post
",Salon F-H,http://ire.org/events-and-training/event/2199/2604/
,Finding the story: Digging up secrets and story ideas in bankruptcy court records (Sponsored by Bloomberg),2016-06-18,10:15 a.m.,2016-06-18,11:15 a.m.,Katy Stech,"Expand your reporting into bankruptcy court filings, where journalists can uncover how businesses and people ended up in financial trouble, key details like a bankrupt person's salary or monthly mortgage payment amount and sources (suppliers, lawyers) who can help round out a story's truths. Learn which Pacer imitator websites work best for following unfolding cases, finding story ideas or digging up otherwise secret information, such as legal settlements or vendor contracts.
This session will be most useful if you have a PACER account, log-in and password. Attendees without a PACER account are welcome to attend this session to see a demonstration.
",Salon B,http://ire.org/events-and-training/event/2199/2646/
,Broadcast: 60 stories in 60 minutes,2016-06-18,10:15 a.m.,2016-06-18,11:15 a.m.,"Joe Ellis, Eva Parks",,Galerie 3,http://ire.org/events-and-training/event/2199/2623/
,Getting started with R,2016-06-18,10:15 a.m.,2016-06-18,11:15 a.m.,"Ryan Menezes, Christine Zhang",,Salon A,http://ire.org/events-and-training/event/2199/2637/
,Show & Tell *Saturday - #3 (Sponsored by Napoli Management Group),2016-06-18,11:30 a.m.,2016-06-18,12:30 p.m.,Jim Strickland,"**Moderated by Jim Strickland, WSB-Atlanta
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Saturday sign-ups open at 9 a.m. on Friday. Check back on Friday, June 17 for sign-up details.
",Galerie 2,http://ire.org/events-and-training/event/2199/2725/
,"From tips, to stories, to paying the bills: A playbook for crowd-driven investigations (Sponsored by CUNY Graduate School of Journalism)",2016-06-18,11:30 a.m.,2016-06-18,12:30 p.m.,"Terry Parris Jr., Carrie Brown","**Moderated by Carrie Brown, CUNY Graduate School of Journalism
Involving audiences in the reporting process is valuable for any kind of story, but can be particularly productive for investigative efforts. This panel goes through a playbook of listening to communities to set investigative priorities, conduct effective investigations and crowdfund investigative efforts.
",Studio 9-10,http://ire.org/events-and-training/event/2199/2661/
,Crossing borders: Exploring issues of visa and migrant abuse,2016-06-18,11:30 a.m.,2016-06-18,12:30 p.m.,"Daffodil Altan, Garance Burke, Ron Nixon",,Galerie 4-5,http://ire.org/events-and-training/event/2199/2578/
,Digging Into nonprofits: Beyond 990s,2016-06-18,11:30 a.m.,2016-06-18,12:30 p.m.,Cindy Lott,,Salon F-H,http://ire.org/events-and-training/event/2199/2605/
,What costs nothing but isn't free? The battle over zero-rating (Sponsored by The Media Consortium),2016-06-18,11:30 a.m.,2016-06-18,12:30 p.m.,"Malavika Jayaram, Sarah Morris","To counter the digital divide, especially internationally, companies including Facebook and T-mobile have proposed zero-rating. In this model, users pay nothing for access to walled-garden internet. Those opposed argue that zero-rating violates net neutrality by privileging the providers' content over any other. This session will introduce you to the intricacies of this policy fight, both as it plays out in the United States and globally.
",Salon D,http://ire.org/events-and-training/event/2199/2668/
,Under pressure: Real life in real time with breaking news (repeat session),2016-06-18,11:30 a.m.,2016-06-18,12:30 p.m.,Stephen Stock,"Come experience the real heart pounding excitement of a breaking news simulation where your investigative reporting and computer assisted reporting skills will be put through the ringer and to the test as teams compete to see who can break real, enterprise news in a minute by minute breaking news scenario. Sharpen your skills or learn new techniques to take back to your newsroom to help your team win the day the next time a big breaking news story happens in your backyard.See how good your skills really are. This class will teach you skills you can also use for everyday general assignment reporting/stories to take your career to the next level (not just breaking news.)
Prerequisites: None. This class can be useful to anyone from novice beginners to experienced internet jockeys.
",Salon B,http://ire.org/events-and-training/event/2199/2652/
,Broadcast management: Good pitching and good coaching,2016-06-18,11:30 a.m.,2016-06-18,12:30 p.m.,"Matt Goldberg, Mikel Schaefer, Nicole Vap",,Galerie 3,http://ire.org/events-and-training/event/2199/2624/
,Uncovering stories on the schools beat,2016-06-18,11:30 a.m.,2016-06-18,12:30 p.m.,"Susan Ferriss, Tawnell Hobbs, Michael LaForgia, Ellen Gabler","**Moderated by Ellen Gabler, Milwaukee Journal Sentinel
",Salon E,http://ire.org/events-and-training/event/2199/2615/
,Audio class with Reveal 3,2016-06-18,11:30 a.m.,2016-06-18,12:30 p.m.,TBA,,Galerie 6,http://ire.org/events-and-training/event/2199/2620/
,More with R,2016-06-18,11:30 a.m.,2016-06-18,12:30 p.m.,"Ryan Menezes, Christine Zhang",,Salon A,http://ire.org/events-and-training/event/2199/2638/
,Sometimes it hurts: Covering traumatic events (Sponsored by Knight Foundation),2016-06-18,11:30 a.m.,2016-06-18,12:30 p.m.,Katherine Reed,,Galerie 1,http://ire.org/events-and-training/event/2199/2694/
,"IRE Awards Luncheon featuring Sheila S. Coronel, Columbia University Graduate School of Journalism as keynote speaker (Sponsored by NBC Universal Owned Television Stations and NBC News)",2016-06-18,12:30 p.m.,2016-06-18,2:30 p.m.,TBA,,Grand Ballroom,http://ire.org/events-and-training/event/2199/2628/
,Management: Creating a watchdog newsroom,2016-06-18,3:00 p.m.,2016-06-18,4:00 p.m.,"Manny Garcia, Ray Rivera, Steve Suo, Mark Rochester","**Moderated by Mark Rochester, The Herald
",Salon F-H,http://ire.org/events-and-training/event/2199/2606/
,Uncovering stories on the criminal justice beat,2016-06-18,3:00 p.m.,2016-06-18,4:00 p.m.,"R.G. Dunlop, Maya Lau, Topher Sanders, Cheryl W. Thompson","**Moderated by Cheryl W. Thompson, The Washington Post
",Salon E,http://ire.org/events-and-training/event/2199/2674/
,Getting started with coding 1,2016-06-18,3:00 p.m.,2016-06-18,4:00 p.m.,Aaron Kessler,,Salon B,http://ire.org/events-and-training/event/2199/2648/
,The Grammar of Graphics: Making Plots in R using ggplot2,2016-06-18,3:00 p.m.,2016-06-18,4:00 p.m.,Sandhya Kambhampati,"Graphing data is one of the core components of data analysis. Visualizing information can help journalists quickly identify trends within a dataset, and a powerful visual can tell a compelling story. In this session, you'll learn the basics of the ggplot2 package in R (an open-source statistical language), including installing the package and using it for plotting, exploring, and transforming data. You'll leave with an appreciation for the grammar of graphics and the power of ggplot2 for both exploratory and explanatory purposes. Prerequisites: This workshop will be most helpful for those who have experience working with data, preferably in R.
",Salon C,http://ire.org/events-and-training/event/2199/2651/
,Investigating the military and veterans' issues (Sponsored by Bloomberg),2016-06-18,3:00 p.m.,2016-06-18,4:00 p.m.,"Thomas Brennan, Tony Capaccio, Christopher Drew",,Galerie 4-5,http://ire.org/events-and-training/event/2199/2685/
,Campus coverage: Policing the campus police,2016-06-18,3:00 p.m.,2016-06-18,4:00 p.m.,"Paula Lavigne, Frank LoMonte, Aaron Wische, Jill Riepenhoff","**Moderated by Jill Riepenhoff, The Columbus Dispatch
",Galerie 6,http://ire.org/events-and-training/event/2199/2686/
,Stupid offshore tricks (Sponsored by Knight Foundation),2016-06-18,3:00 p.m.,2016-06-18,4:00 p.m.,Drew Sullivan,,Galerie 1,http://ire.org/events-and-training/event/2199/2687/
